streak_id,member_id,streak_type,streak_start_date,streak_end_date,streak_length_days,break_reason,longest_streak_flag,is_streak_ongoing,is_length_outlier_iqr,is_length_outlier_zscore
STR-009316,MBR-011495,Gym-Attendance Streak,2023-04-15,2023-05-12,28,Unknown,False,False,False,False
STR-009538,MBR-004380,App-Log Streak,2024-11-08,2024-11-27,20,Motivation Loss,False,False,False,False
STR-007562,MBR-003150,App-Log Streak,2024-07-18,2024-10-01,76,Festival/Holiday,True,False,True,False
STR-033140,MBR-014276,Gym-Attendance Streak,2022-01-31,2022-03-05,34,Unknown,True,False,False,False
STR-001351,MBR-003216,Gym-Attendance Streak,2023-09-23,2023-10-14,22,Unknown,False,False,False,False
STR-035248,MBR-006309,Gym-Attendance Streak,2024-04-10,2024-04-22,13,Festival/Holiday,False,False,False,False
STR-016534,MBR-003301,App-Log Streak,2024-12-24,2025-03-05,72,Travel,False,False,True,False
STR-022377,MBR-003093,App-Log Streak,2025-02-16,2025-03-06,19,Monsoon Disruption,False,False,False,False
STR-005402,MBR-006140,Gym-Attendance Streak,2024-05-10,2024-07-07,59,Monsoon Disruption,True,False,True,False
STR-010400,MBR-006199,App-Log Streak,2024-03-04,2024-04-06,34,Motivation Loss,False,False,False,False
STR-036309,MBR-005861,Gym-Attendance Streak,2024-04-11,2024-04-24,14,Festival/Holiday,False,False,False,False
STR-033756,MBR-000366,Gym-Attendance Streak,2024-06-30,2024-07-12,13,Unknown,True,False,False,False
STR-027065,MBR-009735,Gym-Attendance Streak,2023-05-01,2023-05-02,2,Unknown,True,False,False,False
STR-013158,MBR-015423,Gym-Attendance Streak,2024-04-05,2024-09-11,160,Motivation Loss,True,False,True,False
STR-011451,MBR-012018,App-Log Streak,2022-02-13,2022-02-14,2,Unknown,False,False,False,False
STR-007958,MBR-003398,App-Log Streak,2024-08-15,2024-08-26,12,Motivation Loss,False,False,False,False
STR-039964,MBR-005959,Gym-Attendance Streak,2023-11-07,2023-11-14,8,Festival/Holiday,False,False,False,False
STR-016311,MBR-013733,Gym-Attendance Streak,2021-10-03,2021-10-29,27,Injury,True,False,False,False
STR-008587,MBR-007393,Gym-Attendance Streak,2022-11-23,2022-11-29,7,Unknown,False,False,False,False
STR-015992,MBR-009519,Gym-Attendance Streak,2025-05-14,2025-06-12,30,Unknown,True,False,False,False
STR-023314,MBR-005923,Gym-Attendance Streak,2022-06-15,2022-06-16,2,Motivation Loss,True,False,False,False
STR-008019,MBR-013143,Gym-Attendance Streak,2025-05-27,2025-09-10,107,Motivation Loss,True,False,True,False
STR-016681,MBR-012036,App-Log Streak,2024-07-27,2024-07-30,4,Unknown,False,False,False,False
STR-022422,MBR-002723,App-Log Streak,2023-12-24,2024-03-04,72,Unknown,True,False,True,False
STR-029316,MBR-017142,App-Log Streak,2022-04-24,2022-05-06,13,Illness,False,False,False,False
STR-004869,MBR-007529,Gym-Attendance Streak,2023-04-14,2023-04-14,1,Unknown,False,False,False,False
STR-024310,MBR-006380,App-Log Streak,2023-10-17,2023-11-13,28,Motivation Loss,False,False,False,False
STR-026395,MBR-005607,Gym-Attendance Streak,2024-09-15,2024-09-29,15,Monsoon Disruption,True,False,False,False
STR-008277,MBR-013188,Gym-Attendance Streak,2023-09-08,2023-09-17,10,Unknown,False,False,False,False
STR-021601,MBR-011099,Gym-Attendance Streak,2024-08-18,2024-09-15,29,Unknown,False,False,False,False
STR-023459,MBR-004240,App-Log Streak,2024-10-31,2024-11-04,5,Unknown,True,False,False,False
STR-000595,MBR-001421,App-Log Streak,2024-01-21,2024-01-22,2,Unknown,False,False,False,False
STR-001801,MBR-013485,Gym-Attendance Streak,2023-11-23,2023-11-29,7,Motivation Loss,False,False,False,False
STR-001902,MBR-014883,Gym-Attendance Streak,2023-06-02,2023-06-13,12,Monsoon Disruption,False,False,False,False
STR-013890,MBR-012054,Gym-Attendance Streak,2025-01-14,2025-01-27,14,Unknown,False,False,False,False
STR-015559,MBR-002409,Gym-Attendance Streak,2022-10-14,2022-10-29,16,Unknown,False,False,False,False
STR-009603,MBR-007443,App-Log Streak,2025-07-20,2025-07-20,1,Unknown,False,False,False,False
STR-023696,MBR-004030,App-Log Streak,2022-08-21,2022-09-14,25,Illness,True,False,False,False
STR-005888,MBR-016636,Gym-Attendance Streak,2025-08-17,2025-08-20,4,Unknown,False,False,False,False
STR-028231,MBR-003574,App-Log Streak,2023-04-01,2023-05-04,34,Unknown,True,False,False,False
STR-026893,MBR-006250,App-Log Streak,2022-08-30,2022-09-02,4,Motivation Loss,False,False,False,False
STR-012180,MBR-004763,Gym-Attendance Streak,2021-12-31,2022-01-16,17,Travel,False,False,False,False
STR-006432,MBR-016203,Gym-Attendance Streak,2023-03-29,2023-04-08,11,Unknown,True,False,False,False
STR-020680,MBR-007240,Gym-Attendance Streak,2022-11-08,2022-11-17,10,Work Pressure,False,False,False,False
STR-027123,MBR-014143,Gym-Attendance Streak,2024-04-13,2024-05-11,29,Monsoon Disruption,False,False,False,False
STR-018219,MBR-005838,Gym-Attendance Streak,2024-10-19,2024-11-03,16,Unknown,False,False,False,False
STR-001148,MBR-008099,App-Log Streak,2022-03-23,2022-04-04,13,Unknown,False,False,False,False
STR-019560,MBR-009267,App-Log Streak,2022-05-09,2022-05-30,22,Illness,False,False,False,False
STR-027478,MBR-002027,App-Log Streak,2025-06-30,2025-07-18,19,Unknown,False,False,False,False
STR-000219,MBR-002923,Gym-Attendance Streak,2023-10-03,2023-10-22,20,Travel,False,False,False,False
STR-028013,MBR-016188,App-Log Streak,2023-12-31,2024-01-10,11,Unknown,True,False,False,False
STR-028919,MBR-002321,Gym-Attendance Streak,2023-05-31,2023-08-30,92,Festival/Holiday,False,False,True,False
STR-004237,MBR-001796,App-Log Streak,2023-06-14,2023-06-18,5,Festival/Holiday,False,False,False,False
STR-038963,MBR-004015,Gym-Attendance Streak,2022-08-28,2022-09-07,11,Travel,True,False,False,False
STR-038319,MBR-007787,Gym-Attendance Streak,2021-05-04,2021-05-08,5,Travel,False,False,False,False
STR-022246,MBR-012220,Gym-Attendance Streak,2022-03-29,2022-04-13,16,Motivation Loss,False,False,False,False
STR-035693,MBR-013132,App-Log Streak,2025-05-01,2025-06-06,37,Unknown,True,False,False,False
STR-035379,MBR-005005,Gym-Attendance Streak,2021-12-27,2022-01-02,7,Work Pressure,False,False,False,False
STR-013251,MBR-004502,App-Log Streak,2025-07-31,2025-08-05,6,Monsoon Disruption,True,False,False,False
STR-029869,MBR-002753,App-Log Streak,2022-05-01,2022-06-06,37,Motivation Loss,False,False,False,False
STR-031833,MBR-013689,Gym-Attendance Streak,2024-12-21,2024-12-23,3,Work Pressure,False,False,False,False
STR-000430,MBR-008949,Gym-Attendance Streak,2024-09-10,2024-09-17,8,Unknown,False,False,False,False
STR-033688,MBR-008462,Gym-Attendance Streak,2022-06-14,2022-06-24,11,Work Pressure,True,False,False,False
STR-014229,MBR-013701,Gym-Attendance Streak,2025-02-05,2025-02-12,8,Unknown,True,False,False,False
STR-033279,MBR-000867,Gym-Attendance Streak,2025-01-10,2025-02-01,23,Travel,False,False,False,False
STR-019147,MBR-013224,Gym-Attendance Streak,2024-01-18,2024-02-14,28,Unknown,True,False,False,False
STR-023313,MBR-009403,Gym-Attendance Streak,2025-05-16,,138,Ongoing,True,True,True,False
STR-031266,MBR-015758,App-Log Streak,2024-03-15,2024-07-05,113,Unknown,True,False,True,False
STR-024315,MBR-006313,Gym-Attendance Streak,2024-12-08,2024-12-17,10,Injury,False,False,False,False
STR-037035,MBR-009494,App-Log Streak,2024-03-21,2024-03-28,8,Injury,True,False,False,False
STR-000380,MBR-010585,App-Log Streak,2024-12-14,2024-12-24,11,Unknown,True,False,False,False
STR-007002,MBR-008791,App-Log Streak,2024-04-23,2024-04-30,8,Unknown,False,False,False,False
STR-035013,MBR-002150,Gym-Attendance Streak,2024-04-17,2024-04-26,10,Unknown,False,False,False,False
STR-005923,MBR-000836,Gym-Attendance Streak,2025-04-10,,174,Ongoing,True,True,True,False
STR-033378,MBR-005984,Gym-Attendance Streak,2025-07-12,2025-07-17,6,Motivation Loss,False,False,False,False
STR-036001,MBR-016124,Gym-Attendance Streak,2021-02-15,2021-02-22,8,Monsoon Disruption,False,False,False,False
STR-035824,MBR-008499,App-Log Streak,2021-06-02,2021-06-14,13,Monsoon Disruption,False,False,False,False
STR-016121,MBR-002266,App-Log Streak,2023-08-24,2023-08-31,8,Illness,True,False,False,False
STR-033357,MBR-015811,Gym-Attendance Streak,2023-11-06,2023-11-16,11,Monsoon Disruption,False,False,False,False
STR-034470,MBR-010876,Gym-Attendance Streak,2024-05-30,2024-06-23,25,Monsoon Disruption,False,False,False,False
STR-008693,MBR-001112,Gym-Attendance Streak,2023-12-15,2023-12-16,2,Monsoon Disruption,True,False,False,False
STR-013716,MBR-007830,App-Log Streak,2022-06-15,2022-07-04,20,Work Pressure,False,False,False,False
STR-021317,MBR-010954,App-Log Streak,2025-01-10,2025-01-13,4,Work Pressure,True,False,False,False
STR-018726,MBR-012762,Gym-Attendance Streak,2023-05-17,2023-06-09,24,Illness,True,False,False,False
STR-004785,MBR-004656,Gym-Attendance Streak,2021-05-05,,1549,Ongoing,True,True,True,True
STR-031608,MBR-009697,App-Log Streak,2021-05-09,2021-05-10,2,Unknown,False,False,False,False
STR-014470,MBR-008044,Gym-Attendance Streak,2023-06-11,2023-07-20,40,Monsoon Disruption,False,False,False,False
STR-039144,MBR-016133,App-Log Streak,2024-05-29,2024-07-03,36,Travel,False,False,False,False
STR-001830,MBR-008656,Gym-Attendance Streak,2024-01-27,2024-02-25,30,Unknown,True,False,False,False
STR-031431,MBR-012980,Gym-Attendance Streak,2023-01-21,2023-02-18,29,Festival/Holiday,False,False,False,False
STR-004245,MBR-005420,App-Log Streak,2024-05-04,2024-05-17,14,Motivation Loss,True,False,False,False
STR-025333,MBR-006595,Gym-Attendance Streak,2022-11-28,2023-03-02,95,Festival/Holiday,False,False,True,False
STR-028952,MBR-005973,App-Log Streak,2023-03-07,2023-06-16,102,Unknown,True,False,True,False
STR-006589,MBR-008671,App-Log Streak,2023-07-21,2023-08-09,20,Work Pressure,False,False,False,False
STR-008973,MBR-004995,App-Log Streak,2022-11-27,2023-01-23,58,Unknown,True,False,True,False
STR-019909,MBR-006452,Gym-Attendance Streak,2023-06-03,2023-06-03,1,Motivation Loss,True,False,False,False
STR-037343,MBR-012312,Gym-Attendance Streak,2025-06-13,2025-06-24,12,Travel,False,False,False,False
STR-012709,MBR-000117,App-Log Streak,2022-01-26,2022-03-06,40,Unknown,True,False,False,False
STR-014903,MBR-006854,Gym-Attendance Streak,2025-05-12,2025-06-04,24,Unknown,False,False,False,False
STR-039761,MBR-011820,App-Log Streak,2022-07-12,2022-08-18,38,Work Pressure,False,False,False,False
STR-025832,MBR-005039,App-Log Streak,2021-11-28,2021-12-03,6,Injury,False,False,False,False
STR-030125,MBR-006298,App-Log Streak,2021-09-16,2021-09-27,12,Work Pressure,False,False,False,False
STR-030413,MBR-004586,Gym-Attendance Streak,2025-07-22,2025-08-02,12,Illness,False,False,False,False
STR-030202,MBR-005628,Gym-Attendance Streak,2021-11-10,2021-11-12,3,Unknown,False,False,False,False
STR-027543,MBR-015010,App-Log Streak,2023-11-10,2023-11-23,14,Work Pressure,False,False,False,False
STR-034179,MBR-011271,Gym-Attendance Streak,2024-03-10,2024-04-08,30,Unknown,False,False,False,False
STR-027748,MBR-006712,Gym-Attendance Streak,2025-08-31,,31,Ongoing,False,True,False,False
STR-002367,MBR-008775,App-Log Streak,2024-07-22,2024-08-12,22,Monsoon Disruption,True,False,False,False
STR-014693,MBR-001569,App-Log Streak,2025-08-11,2025-09-30,51,Unknown,True,False,False,False
STR-002762,MBR-010171,Gym-Attendance Streak,2023-05-12,2023-05-19,8,Work Pressure,False,False,False,False
STR-013383,MBR-007852,Gym-Attendance Streak,2023-10-26,2023-12-17,53,Unknown,True,False,False,False
STR-010633,MBR-006898,App-Log Streak,2024-04-09,2024-04-28,20,Injury,False,False,False,False
STR-022864,MBR-001202,Gym-Attendance Streak,2021-12-13,2022-01-10,29,Injury,True,False,False,False
STR-020924,MBR-011278,App-Log Streak,2025-07-31,2025-08-09,10,Motivation Loss,False,False,False,False
STR-002079,MBR-010193,App-Log Streak,2022-10-20,2023-01-05,78,Motivation Loss,False,False,True,False
STR-039224,MBR-006815,Gym-Attendance Streak,2025-05-12,2025-05-21,10,Monsoon Disruption,False,False,False,False
STR-012908,MBR-016322,App-Log Streak,2024-09-28,2024-10-14,17,Festival/Holiday,False,False,False,False
STR-002744,MBR-000150,Gym-Attendance Streak,2025-09-27,2025-09-30,4,Motivation Loss,False,False,False,False
STR-002185,MBR-000600,App-Log Streak,2023-06-16,2023-06-28,13,Unknown,False,False,False,False
STR-010685,MBR-016149,App-Log Streak,2025-05-18,2025-06-27,41,Illness,True,False,False,False
STR-001251,MBR-012558,App-Log Streak,2025-05-18,2025-05-22,5,Unknown,False,False,False,False
STR-034138,MBR-013506,App-Log Streak,2023-02-10,2023-02-21,12,Injury,False,False,False,False
STR-024680,MBR-002279,App-Log Streak,2022-02-07,2022-04-02,55,Monsoon Disruption,False,False,True,False
STR-035822,MBR-008499,App-Log Streak,2021-04-25,2021-04-28,4,Unknown,False,False,False,False
STR-009199,MBR-015085,Gym-Attendance Streak,2022-01-23,2022-02-10,19,Monsoon Disruption,False,False,False,False
STR-037535,MBR-001973,App-Log Streak,2025-04-05,2025-04-17,13,Unknown,True,False,False,False
STR-012630,MBR-010790,App-Log Streak,2022-01-14,2022-01-24,11,Motivation Loss,False,False,False,False
STR-006332,MBR-015455,Gym-Attendance Streak,2022-10-30,2022-11-25,27,Monsoon Disruption,False,False,False,False
STR-030169,MBR-005116,App-Log Streak,2023-10-28,2023-11-02,6,Travel,False,False,False,False
STR-021922,MBR-014682,Gym-Attendance Streak,2025-01-20,2025-03-12,52,Unknown,False,False,False,False
STR-012849,MBR-003609,App-Log Streak,2023-03-14,2023-03-15,2,Motivation Loss,False,False,False,False
STR-033644,MBR-005912,Gym-Attendance Streak,2021-06-29,2021-08-11,44,Unknown,False,False,False,False
STR-002638,MBR-008452,App-Log Streak,2025-03-11,2025-03-25,15,Travel,False,False,False,False
STR-030722,MBR-011909,Gym-Attendance Streak,2024-11-08,2024-12-04,27,Unknown,False,False,False,False
STR-035450,MBR-006067,Gym-Attendance Streak,2025-03-12,2025-03-16,5,Festival/Holiday,False,False,False,False
STR-007044,MBR-013164,App-Log Streak,2024-06-28,2024-10-13,108,Work Pressure,True,False,True,False
STR-035028,MBR-015256,App-Log Streak,2021-02-23,2021-02-27,5,Monsoon Disruption,False,False,False,False
STR-026189,MBR-007549,App-Log Streak,2023-10-26,2023-10-27,2,Unknown,False,False,False,False
STR-027584,MBR-014730,App-Log Streak,2023-03-20,2023-03-28,9,Travel,False,False,False,False
STR-025183,MBR-008126,App-Log Streak,2024-07-26,2024-08-04,10,Monsoon Disruption,False,False,False,False
STR-028153,MBR-006667,App-Log Streak,2025-06-21,2025-06-29,9,Injury,False,False,False,False
STR-024768,MBR-003533,Gym-Attendance Streak,2022-03-26,2022-04-12,18,Unknown,False,False,False,False
STR-011155,MBR-017171,App-Log Streak,2022-10-22,2022-11-03,13,Unknown,True,False,False,False
STR-021981,MBR-011427,App-Log Streak,2025-07-31,2025-08-08,9,Unknown,False,False,False,False
STR-023752,MBR-014469,App-Log Streak,2022-10-07,2022-10-10,4,Work Pressure,True,False,False,False
STR-014495,MBR-009304,App-Log Streak,2024-06-17,2024-07-04,18,Unknown,True,False,False,False
STR-014205,MBR-011139,App-Log Streak,2025-03-30,2025-04-06,8,Unknown,False,False,False,False
STR-008610,MBR-005082,Gym-Attendance Streak,2025-04-18,2025-04-21,4,Illness,False,False,False,False
STR-012101,MBR-017241,App-Log Streak,2021-05-02,2021-05-02,1,Unknown,False,False,False,False
STR-021110,MBR-015245,Gym-Attendance Streak,2023-06-22,2023-07-07,16,Travel,False,False,False,False
STR-000554,MBR-014311,Gym-Attendance Streak,2025-06-02,2025-06-07,6,Travel,False,False,False,False
STR-013336,MBR-008523,Gym-Attendance Streak,2022-07-11,2022-09-23,75,Unknown,True,False,True,False
STR-036662,MBR-014014,App-Log Streak,2022-08-05,2022-08-13,9,Unknown,False,False,False,False
STR-015348,MBR-009330,App-Log Streak,2022-09-25,2022-11-04,41,Festival/Holiday,True,False,False,False
STR-033714,MBR-004392,App-Log Streak,2022-04-13,2022-04-14,2,Festival/Holiday,True,False,False,False
STR-001945,MBR-002335,Gym-Attendance Streak,2023-10-14,2023-11-06,24,Travel,False,False,False,False
STR-021584,MBR-008288,Gym-Attendance Streak,2024-08-15,2024-08-29,15,Travel,False,False,False,False
STR-030211,MBR-005350,App-Log Streak,2024-06-19,2024-06-30,12,Festival/Holiday,True,False,False,False
STR-034235,MBR-009786,App-Log Streak,2021-02-07,2021-02-14,8,Travel,True,False,False,False
STR-000162,MBR-002999,App-Log Streak,2024-06-08,2024-06-08,1,Motivation Loss,False,False,False,False
STR-000353,MBR-013842,Gym-Attendance Streak,2021-12-05,2021-12-06,2,Unknown,False,False,False,False
STR-034901,MBR-001651,App-Log Streak,2022-04-30,2022-07-08,70,Monsoon Disruption,True,False,True,False
STR-024296,MBR-014768,Gym-Attendance Streak,2023-07-16,2023-08-01,17,Motivation Loss,False,False,False,False
STR-032930,MBR-006092,Gym-Attendance Streak,2022-04-28,2022-07-02,66,Motivation Loss,False,False,True,False
STR-017536,MBR-016685,Gym-Attendance Streak,2023-12-15,2024-01-25,42,Unknown,False,False,False,False
STR-027719,MBR-013061,Gym-Attendance Streak,2023-06-17,2023-07-05,19,Unknown,True,False,False,False
STR-005351,MBR-008094,Gym-Attendance Streak,2023-12-06,2023-12-07,2,Travel,False,False,False,False
STR-007536,MBR-016616,Gym-Attendance Streak,2025-02-23,2025-03-08,14,Unknown,False,False,False,False
STR-013189,MBR-016839,Gym-Attendance Streak,2023-05-02,2023-05-18,17,Motivation Loss,False,False,False,False
STR-014646,MBR-004422,Gym-Attendance Streak,2022-12-20,2023-01-08,20,Motivation Loss,False,False,False,False
STR-000758,MBR-002241,Gym-Attendance Streak,2021-09-12,2021-09-17,6,Motivation Loss,True,False,False,False
STR-034463,MBR-007574,Gym-Attendance Streak,2024-01-11,2024-01-13,3,Motivation Loss,False,False,False,False
STR-037286,MBR-016811,App-Log Streak,2024-01-05,2024-01-22,18,Motivation Loss,False,False,False,False
STR-027159,MBR-008977,Gym-Attendance Streak,2022-12-28,2023-01-19,23,Unknown,False,False,False,False
STR-004682,MBR-002036,Gym-Attendance Streak,2025-01-28,2025-02-11,15,Injury,False,False,False,False
STR-039676,MBR-004182,App-Log Streak,2022-04-05,2022-08-29,147,Travel,True,False,True,False
STR-003504,MBR-013375,Gym-Attendance Streak,2023-03-04,2023-03-16,13,Festival/Holiday,False,False,False,False
STR-023858,MBR-010637,Gym-Attendance Streak,2021-12-15,2021-12-28,14,Unknown,True,False,False,False
STR-014986,MBR-012531,Gym-Attendance Streak,2022-01-03,2022-01-07,5,Motivation Loss,False,False,False,False
STR-004655,MBR-004431,Gym-Attendance Streak,2024-11-02,2024-11-17,16,Motivation Loss,True,False,False,False
STR-035057,MBR-004137,Gym-Attendance Streak,2025-05-06,2025-05-22,17,Unknown,True,False,False,False
STR-020220,MBR-006016,Gym-Attendance Streak,2022-06-18,2022-06-28,11,Illness,False,False,False,False
STR-027714,MBR-000286,Gym-Attendance Streak,2023-11-29,2023-12-05,7,Injury,False,False,False,False
STR-027145,MBR-004751,App-Log Streak,2024-03-30,2024-06-07,70,Unknown,True,False,True,False
STR-009030,MBR-016788,Gym-Attendance Streak,2024-07-25,2024-08-07,14,Illness,False,False,False,False
STR-024615,MBR-004303,App-Log Streak,2024-09-26,2024-10-26,31,Work Pressure,True,False,False,False
STR-018613,MBR-009787,App-Log Streak,2022-11-13,2022-11-20,8,Unknown,True,False,False,False
STR-000297,MBR-002801,App-Log Streak,2024-03-14,2024-03-26,13,Travel,True,False,False,False
STR-035039,MBR-013437,App-Log Streak,2025-09-20,,11,Ongoing,False,True,False,False
STR-028625,MBR-003807,Gym-Attendance Streak,2024-10-01,2024-10-14,14,Unknown,False,False,False,False
STR-007355,MBR-013720,App-Log Streak,2024-10-31,2024-11-03,4,Festival/Holiday,False,False,False,False
STR-022518,MBR-002579,App-Log Streak,2022-09-11,2022-09-15,5,Unknown,False,False,False,False
STR-038081,MBR-017014,App-Log Streak,2024-04-28,2024-04-29,2,Work Pressure,False,False,False,False
STR-009748,MBR-017369,Gym-Attendance Streak,2024-09-23,2024-10-05,13,Unknown,False,False,False,False
STR-033021,MBR-013503,App-Log Streak,2024-07-16,2024-07-26,11,Unknown,True,False,False,False
STR-021134,MBR-003479,Gym-Attendance Streak,2021-07-03,2021-07-14,12,Monsoon Disruption,True,False,False,False
STR-010876,MBR-004143,App-Log Streak,2025-07-10,2025-07-12,3,Unknown,False,False,False,False
STR-022649,MBR-014738,App-Log Streak,2024-03-30,2024-04-17,19,Motivation Loss,False,False,False,False
STR-006981,MBR-010758,App-Log Streak,2021-12-05,2021-12-06,2,Travel,False,False,False,False
STR-000095,MBR-014290,App-Log Streak,2024-01-27,2024-01-29,3,Unknown,False,False,False,False
STR-022561,MBR-014013,App-Log Streak,2022-10-04,2022-10-10,7,Festival/Holiday,True,False,False,False
STR-036496,MBR-016280,Gym-Attendance Streak,2025-07-16,2025-09-30,77,Work Pressure,True,False,True,False
STR-003816,MBR-014183,App-Log Streak,2021-08-16,2021-08-20,5,Injury,False,False,False,False
STR-001187,MBR-013169,App-Log Streak,2021-12-06,2021-12-31,26,Festival/Holiday,True,False,False,False
STR-022029,MBR-012294,Gym-Attendance Streak,2021-12-02,2021-12-22,21,Unknown,False,False,False,False
STR-039744,MBR-012967,Gym-Attendance Streak,2025-03-26,2025-05-01,37,Unknown,True,False,False,False
STR-006202,MBR-001652,Gym-Attendance Streak,2024-08-16,2024-08-19,4,Motivation Loss,True,False,False,False
STR-021651,MBR-009143,Gym-Attendance Streak,2023-03-24,2023-03-26,3,Work Pressure,False,False,False,False
STR-018271,MBR-014442,App-Log Streak,2022-04-22,2022-05-07,16,Motivation Loss,False,False,False,False
STR-014649,MBR-003734,App-Log Streak,2024-06-24,2024-07-03,10,Festival/Holiday,False,False,False,False
STR-005425,MBR-014342,App-Log Streak,2022-03-01,2022-03-03,3,Festival/Holiday,False,False,False,False
STR-026937,MBR-000112,App-Log Streak,2021-10-31,2021-12-26,57,Motivation Loss,True,False,True,False
STR-038133,MBR-014025,App-Log Streak,2021-04-13,2021-06-18,67,Unknown,True,False,True,False
STR-039133,MBR-015665,App-Log Streak,2023-02-03,2023-02-06,4,Monsoon Disruption,True,False,False,False
STR-028760,MBR-006780,Gym-Attendance Streak,2024-02-24,2024-03-02,8,Festival/Holiday,True,False,False,False
STR-032257,MBR-000115,App-Log Streak,2024-12-28,2025-01-21,25,Injury,True,False,False,False
STR-032923,MBR-009492,Gym-Attendance Streak,2025-02-09,,234,Ongoing,True,True,True,False
STR-019005,MBR-012595,App-Log Streak,2022-08-30,2022-10-09,41,Unknown,True,False,False,False
STR-011412,MBR-007973,Gym-Attendance Streak,2022-06-27,2022-07-14,18,Festival/Holiday,False,False,False,False
STR-020557,MBR-014851,Gym-Attendance Streak,2022-03-04,2022-03-19,16,Festival/Holiday,True,False,False,False
STR-027705,MBR-003021,App-Log Streak,2023-12-16,2023-12-27,12,Monsoon Disruption,True,False,False,False
STR-032193,MBR-013064,Gym-Attendance Streak,2024-03-10,2024-03-13,4,Unknown,True,False,False,False
STR-009563,MBR-002706,Gym-Attendance Streak,2022-03-10,2022-03-15,6,Motivation Loss,False,False,False,False
STR-005572,MBR-016028,App-Log Streak,2025-09-14,2025-09-14,1,Unknown,False,False,False,False
STR-035090,MBR-001923,App-Log Streak,2023-11-11,2023-11-16,6,Travel,True,False,False,False
STR-031726,MBR-012935,App-Log Streak,2022-05-10,2022-05-12,3,Unknown,False,False,False,False
STR-001685,MBR-010652,Gym-Attendance Streak,2023-05-29,2023-09-02,97,Monsoon Disruption,True,False,True,False
STR-033853,MBR-006359,App-Log Streak,2022-01-09,2022-01-31,23,Unknown,False,False,False,False
STR-025318,MBR-012598,App-Log Streak,2021-07-30,2021-08-28,30,Work Pressure,True,False,False,False
STR-028792,MBR-009317,Gym-Attendance Streak,2022-03-22,2022-03-28,7,Travel,False,False,False,False
STR-005178,MBR-011124,Gym-Attendance Streak,2021-08-09,2021-09-15,38,Travel,False,False,False,False
STR-012512,MBR-015482,App-Log Streak,2024-10-31,2024-11-10,11,Festival/Holiday,False,False,False,False
STR-034662,MBR-000606,App-Log Streak,2023-10-16,2023-10-24,9,Festival/Holiday,False,False,False,False
STR-034359,MBR-001785,Gym-Attendance Streak,2024-08-02,2024-08-11,10,Monsoon Disruption,False,False,False,False
STR-013791,MBR-007332,Gym-Attendance Streak,2022-02-16,2022-02-27,12,Travel,True,False,False,False
STR-027683,MBR-015653,App-Log Streak,2021-07-09,2021-10-01,85,Travel,True,False,True,False
STR-012658,MBR-011309,App-Log Streak,2021-10-16,2021-10-22,7,Festival/Holiday,False,False,False,False
STR-024180,MBR-000229,Gym-Attendance Streak,2023-01-06,2023-01-30,25,Travel,True,False,False,False
STR-030903,MBR-009198,Gym-Attendance Streak,2024-01-28,2024-02-12,16,Unknown,False,False,False,False
STR-000961,MBR-011937,App-Log Streak,2025-08-21,2025-08-21,1,Motivation Loss,True,False,False,False
STR-020731,MBR-014909,App-Log Streak,2024-12-17,2024-12-21,5,Illness,True,False,False,False
STR-010507,MBR-011585,App-Log Streak,2025-06-18,2025-06-26,9,Motivation Loss,False,False,False,False
STR-004077,MBR-000507,App-Log Streak,2025-03-02,2025-03-07,6,Unknown,False,False,False,False
STR-027378,MBR-002622,App-Log Streak,2022-09-21,2022-10-10,20,Unknown,False,False,False,False
STR-036318,MBR-007335,App-Log Streak,2025-05-09,2025-05-14,6,Motivation Loss,False,False,False,False
STR-038285,MBR-012808,App-Log Streak,2024-03-21,2024-03-26,6,Work Pressure,False,False,False,False
STR-013682,MBR-003229,App-Log Streak,2022-12-09,2022-12-20,12,Unknown,True,False,False,False
STR-027104,MBR-013677,App-Log Streak,2024-01-20,2024-02-28,40,Unknown,True,False,False,False
STR-035137,MBR-012847,Gym-Attendance Streak,2021-09-21,2021-09-28,8,Travel,True,False,False,False
STR-013704,MBR-003196,Gym-Attendance Streak,2023-04-03,2023-04-25,23,Motivation Loss,False,False,False,False
STR-009559,MBR-006730,App-Log Streak,2021-02-15,2021-02-16,2,Unknown,True,False,False,False
STR-002727,MBR-002601,Gym-Attendance Streak,2021-09-09,2021-09-25,17,Illness,False,False,False,False
STR-021646,MBR-009836,Gym-Attendance Streak,2024-04-11,2024-04-11,1,Motivation Loss,False,False,False,False
STR-006057,MBR-005925,App-Log Streak,2024-02-25,2024-03-06,11,Travel,False,False,False,False
STR-005799,MBR-003085,App-Log Streak,2025-08-18,,44,Ongoing,True,True,False,False
STR-013098,MBR-001084,Gym-Attendance Streak,2025-07-09,,84,Ongoing,True,True,True,False
STR-005257,MBR-006113,App-Log Streak,2023-09-04,2023-09-21,18,Unknown,False,False,False,False
STR-002223,MBR-014120,Gym-Attendance Streak,2024-03-10,2024-03-23,14,Unknown,True,False,False,False
STR-022185,MBR-012199,App-Log Streak,2023-10-17,2023-11-17,32,Illness,False,False,False,False
STR-027400,MBR-007727,App-Log Streak,2025-06-24,2025-07-14,21,Festival/Holiday,False,False,False,False
STR-038594,MBR-015070,App-Log Streak,2024-02-13,2024-02-13,1,Unknown,False,False,False,False
STR-020298,MBR-004420,Gym-Attendance Streak,2022-08-21,2022-09-05,16,Work Pressure,False,False,False,False
