checkin_id,member_id,branch_id,checkin_datetime,checkout_datetime,workout_type,trainer_id,duration_minutes,is_checkout_missing,day_of_week,checkin_hour,actual_duration_minutes,season_tag,is_duration_outlier
CHK-043033,MBR-013509,BR-002,2024-01-21 12:59:03,,Group Class,Self-Guided,68,True,Sunday,12,,Winter,False
CHK-043034,MBR-002511,BR-004,2024-01-21 13:06:52,2024-01-21 14:27:52,Cardio,Self-Guided,83,False,Sunday,13,81.0,Winter,False
CHK-043035,MBR-001433,BR-038,2024-01-21 13:25:12,2024-01-21 14:39:12,Strength Training,Self-Guided,77,False,Sunday,13,74.0,Winter,False
CHK-043036,MBR-005044,BR-019,2024-01-21 13:41:24,2024-01-21 14:32:24,Cardio,Self-Guided,54,False,Sunday,13,51.0,Winter,False
CHK-043037,MBR-012896,BR-017,2024-01-21 14:01:08,2024-01-21 15:17:08,Strength Training,Self-Guided,79,False,Sunday,14,76.0,Winter,False
CHK-043038,MBR-004588,BR-038,2024-01-21 14:31:43,2024-01-21 15:50:43,Strength Training,Self-Guided,79,False,Sunday,14,79.0,Winter,False
CHK-043039,MBR-014760,BR-035,2024-01-21 14:36:52,,Group Class,Self-Guided,53,True,Sunday,14,,Winter,False
CHK-043040,MBR-008051,BR-038,2024-01-21 14:46:29,,Group Class,Self-Guided,65,True,Sunday,14,,Winter,False
CHK-043041,MBR-002022,BR-033,2024-01-21 14:59:39,2024-01-21 15:23:39,Cardio,Self-Guided,26,False,Sunday,14,24.0,Winter,False
CHK-043042,MBR-002171,BR-008,2024-01-21 15:38:38,2024-01-21 16:29:38,Strength Training,Self-Guided,54,False,Sunday,15,51.0,Winter,False
CHK-043043,MBR-002162,BR-030,2024-01-21 15:53:10,2024-01-21 17:06:10,Personal Training Session,TR-016,75,False,Sunday,15,73.0,Winter,False
CHK-043044,MBR-008346,BR-018,2024-01-21 16:23:39,2024-01-21 17:24:39,Strength Training,Self-Guided,58,False,Sunday,16,61.0,Winter,False
CHK-043045,MBR-013394,BR-027,2024-01-21 16:31:40,2024-01-21 17:57:40,Cardio,Self-Guided,89,False,Sunday,16,86.0,Winter,False
CHK-043046,MBR-010859,BR-034,2024-01-21 17:18:27,2024-01-21 17:55:27,Cardio,Self-Guided,35,False,Sunday,17,37.0,Winter,False
CHK-043047,MBR-011484,BR-033,2024-01-21 17:23:57,2024-01-21 18:22:57,Cardio,Self-Guided,56,False,Sunday,17,59.0,Winter,False
CHK-043048,MBR-002685,BR-034,2024-01-21 18:01:37,2024-01-21 18:46:37,Cardio,Self-Guided,44,False,Sunday,18,45.0,Winter,False
CHK-043049,MBR-016758,BR-031,2024-01-21 18:11:25,2024-01-21 18:36:25,Cardio,Self-Guided,29,False,Sunday,18,25.0,Winter,False
CHK-043050,MBR-008831,BR-004,2024-01-21 18:25:58,2024-01-21 19:20:58,Group Class,Self-Guided,51,False,Sunday,18,55.0,Winter,False
CHK-043051,MBR-014970,BR-013,2024-01-21 18:38:25,,Strength Training,Self-Guided,81,True,Sunday,18,,Winter,False
CHK-043052,MBR-005790,BR-023,2024-01-21 18:44:55,2024-01-21 20:18:55,Cardio,Self-Guided,90,False,Sunday,18,94.0,Winter,False
CHK-043053,MBR-011441,BR-021,2024-01-21 18:52:02,2024-01-21 19:17:02,Group Class,Self-Guided,26,False,Sunday,18,25.0,Winter,False
CHK-043054,MBR-003385,BR-010,2024-01-21 19:01:06,2024-01-21 19:54:06,Cardio,Self-Guided,49,False,Sunday,19,53.0,Winter,False
CHK-043055,MBR-012082,BR-012,2024-01-21 19:20:39,2024-01-21 20:01:39,Strength Training,Self-Guided,42,False,Sunday,19,41.0,Winter,False
CHK-043056,MBR-004285,BR-033,2024-01-21 19:27:50,2024-01-21 20:44:50,Strength Training,Self-Guided,73,False,Sunday,19,77.0,Winter,False
CHK-043057,MBR-010323,BR-033,2024-01-21 19:44:25,2024-01-21 21:22:25,Strength Training,Self-Guided,101,False,Sunday,19,98.0,Winter,False
CHK-043058,MBR-006590,BR-005,2024-01-21 20:09:19,2024-01-21 21:11:19,Personal Training Session,TR-003,60,False,Sunday,20,62.0,Winter,False
CHK-043059,MBR-012453,BR-033,2024-01-21 20:09:36,2024-01-21 20:56:36,Cardio,Self-Guided,51,False,Sunday,20,47.0,Winter,False
CHK-043060,MBR-014767,BR-008,2024-01-21 20:19:00,2024-01-21 21:16:00,Cardio,Self-Guided,58,False,Sunday,20,57.0,Winter,False
CHK-043061,MBR-003794,BR-010,2024-01-21 20:37:34,2024-01-21 22:24:34,Strength Training,Self-Guided,111,False,Sunday,20,107.0,Winter,False
CHK-043062,MBR-017023,BR-024,2024-01-21 20:39:49,2024-01-21 21:48:49,Strength Training,Self-Guided,71,False,Sunday,20,69.0,Winter,False
CHK-043063,MBR-015467,BR-017,2024-01-21 20:41:34,2024-01-21 21:52:34,Cardio,Self-Guided,67,False,Sunday,20,71.0,Winter,False
CHK-043064,MBR-007333,BR-017,2024-01-21 20:50:00,2024-01-21 21:41:00,Personal Training Session,TR-011,48,False,Sunday,20,51.0,Winter,False
CHK-043065,MBR-010961,BR-018,2024-01-21 21:23:29,2024-01-21 22:27:29,Cardio,Self-Guided,59,False,Sunday,21,64.0,Winter,False
CHK-043066,MBR-009594,BR-017,2024-01-21 21:49:41,2024-01-21 23:09:41,Cardio,Self-Guided,80,False,Sunday,21,80.0,Winter,False
CHK-043067,MBR-008754,BR-036,2024-01-21 22:25:39,2024-01-21 23:29:39,Cardio,Self-Guided,59,False,Sunday,22,64.0,Winter,False
CHK-043068,MBR-000246,BR-001,2024-01-22 01:52:35,2024-01-22 02:50:35,Personal Training Session,TR-032,57,False,Monday,1,58.0,Winter,False
CHK-043069,MBR-010936,BR-008,2024-01-22 02:41:00,2024-01-22 04:12:00,Strength Training,Self-Guided,90,False,Monday,2,91.0,Winter,False
CHK-043070,MBR-015769,BR-035,2024-01-22 02:54:12,,Group Class,Self-Guided,113,True,Monday,2,,Winter,False
CHK-043071,MBR-014998,BR-003,2024-01-22 03:01:56,2024-01-22 03:48:56,Cardio,Self-Guided,49,False,Monday,3,47.0,Winter,False
CHK-043072,MBR-008172,BR-035,2024-01-22 03:02:57,,Cardio,Self-Guided,67,True,Monday,3,,Winter,False
CHK-043073,MBR-000069,BR-006,2024-01-22 03:27:10,2024-01-22 04:34:10,Cardio,Self-Guided,65,False,Monday,3,67.0,Winter,False
CHK-043074,MBR-005407,BR-018,2024-01-22 03:47:49,,Group Class,Self-Guided,113,True,Monday,3,,Winter,False
CHK-043075,MBR-005702,BR-038,2024-01-22 04:08:39,,Cardio,Self-Guided,67,True,Monday,4,,Winter,False
CHK-043076,MBR-007239,BR-007,2024-01-22 04:38:48,,Cardio,Self-Guided,37,True,Monday,4,,Winter,False
CHK-043077,MBR-003605,BR-038,2024-01-22 04:49:30,2024-01-22 06:05:30,Strength Training,Self-Guided,73,False,Monday,4,76.0,Winter,False
CHK-043078,MBR-015892,BR-034,2024-01-22 05:09:00,2024-01-22 07:05:00,Group Class,Self-Guided,111,False,Monday,5,116.0,Winter,False
CHK-043079,MBR-005245,BR-031,2024-01-22 05:22:44,2024-01-22 06:09:44,Strength Training,Self-Guided,49,False,Monday,5,47.0,Winter,False
CHK-043080,MBR-008294,BR-033,2024-01-22 05:44:26,2024-01-22 06:59:26,Strength Training,Self-Guided,75,False,Monday,5,75.0,Winter,False
CHK-043081,MBR-011069,BR-013,2024-01-22 05:45:35,2024-01-22 06:28:35,Cardio,Self-Guided,45,False,Monday,5,43.0,Winter,False
CHK-043082,MBR-000323,BR-017,2024-01-22 05:46:06,,Cardio,Self-Guided,39,True,Monday,5,,Winter,False
CHK-043083,MBR-007696,BR-033,2024-01-22 06:11:48,2024-01-22 07:34:48,Cardio,Self-Guided,81,False,Monday,6,83.0,Winter,False
CHK-043084,MBR-004254,BR-033,2024-01-22 06:34:50,2024-01-22 08:07:50,Cardio,Self-Guided,93,False,Monday,6,93.0,Winter,False
CHK-043085,MBR-009153,BR-014,2024-01-22 06:40:54,2024-01-22 07:54:54,Group Class,Self-Guided,77,False,Monday,6,74.0,Winter,False
CHK-043086,MBR-011300,BR-034,2024-01-22 06:52:47,2024-01-22 07:50:47,Group Class,Self-Guided,59,False,Monday,6,58.0,Winter,False
CHK-043087,MBR-006764,BR-015,2024-01-22 06:57:55,2024-01-22 08:04:55,Personal Training Session,TR-046,68,False,Monday,6,67.0,Winter,False
CHK-043088,MBR-016221,BR-017,2024-01-22 06:59:00,2024-01-22 08:04:00,Personal Training Session,TR-028,63,False,Monday,6,65.0,Winter,False
CHK-043089,MBR-006022,BR-012,2024-01-22 07:01:13,2024-01-22 08:11:13,Personal Training Session,TR-048,67,False,Monday,7,70.0,Winter,False
CHK-043090,MBR-017204,BR-026,2024-01-22 07:02:46,2024-01-22 07:58:46,Cardio,Self-Guided,57,False,Monday,7,56.0,Winter,False
CHK-043091,MBR-010948,BR-027,2024-01-22 07:05:01,2024-01-22 08:29:01,Group Class,Self-Guided,87,False,Monday,7,84.0,Winter,False
CHK-043092,MBR-010665,BR-033,2024-01-22 07:05:24,2024-01-22 08:12:24,Cardio,Self-Guided,70,False,Monday,7,67.0,Winter,False
CHK-043093,MBR-006093,BR-037,2024-01-22 07:11:21,2024-01-22 08:00:21,Group Class,Self-Guided,44,False,Monday,7,49.0,Winter,False
CHK-043094,MBR-008309,BR-033,2024-01-22 07:12:13,2024-01-22 08:00:13,Cardio,Self-Guided,51,False,Monday,7,48.0,Winter,False
CHK-043095,MBR-000843,BR-011,2024-01-22 07:12:40,2024-01-22 08:03:40,Group Class,Self-Guided,48,False,Monday,7,51.0,Winter,False
CHK-043096,MBR-013520,BR-013,2024-01-22 07:20:58,2024-01-22 09:09:58,Group Class,Self-Guided,105,False,Monday,7,109.0,Winter,False
CHK-043097,MBR-000424,BR-006,2024-01-22 07:26:11,2024-01-22 08:49:11,Strength Training,Self-Guided,86,False,Monday,7,83.0,Winter,False
CHK-043098,MBR-004310,BR-017,2024-01-22 07:28:14,2024-01-22 08:40:14,Strength Training,Self-Guided,73,False,Monday,7,72.0,Winter,False
CHK-043099,MBR-017481,BR-033,2024-01-22 07:31:40,2024-01-22 08:02:40,Cardio,Self-Guided,26,False,Monday,7,31.0,Winter,False
CHK-043100,MBR-013016,BR-003,2024-01-22 07:54:02,,Group Class,Self-Guided,54,True,Monday,7,,Winter,False
CHK-043101,MBR-007411,BR-017,2024-01-22 08:46:16,2024-01-22 10:17:16,Strength Training,Self-Guided,91,False,Monday,8,91.0,Winter,False
CHK-043102,MBR-014338,BR-003,2024-01-22 08:54:12,2024-01-22 09:21:12,Strength Training,Self-Guided,30,False,Monday,8,27.0,Winter,False
CHK-043103,MBR-007102,BR-031,2024-01-22 08:59:24,2024-01-22 10:44:24,Strength Training,Self-Guided,106,False,Monday,8,105.0,Winter,False
CHK-043104,MBR-001162,BR-033,2024-01-22 09:16:54,2024-01-22 10:16:54,Strength Training,Self-Guided,58,False,Monday,9,60.0,Winter,False
CHK-043105,MBR-004505,BR-033,2024-01-22 09:19:33,2024-01-22 09:59:33,Cardio,Self-Guided,41,False,Monday,9,40.0,Winter,False
CHK-043106,MBR-004478,BR-009,2024-01-22 09:19:40,2024-01-22 10:15:40,Personal Training Session,TR-012,57,False,Monday,9,56.0,Winter,False
CHK-043107,MBR-012100,BR-038,2024-01-22 09:37:22,2024-01-22 11:27:22,Cardio,Self-Guided,108,False,Monday,9,110.0,Winter,False
CHK-043108,MBR-001682,BR-007,2024-01-22 09:53:23,2024-01-22 10:23:23,Cardio,Self-Guided,32,False,Monday,9,30.0,Winter,False
CHK-043109,MBR-005183,BR-013,2024-01-22 09:56:17,2024-01-22 10:49:17,Group Class,Self-Guided,54,False,Monday,9,53.0,Winter,False
CHK-043110,MBR-012136,BR-016,2024-01-22 10:02:23,2024-01-22 10:53:23,Group Class,Self-Guided,52,False,Monday,10,51.0,Winter,False
CHK-043111,MBR-000491,BR-004,2024-01-22 10:10:48,,Group Class,Self-Guided,56,True,Monday,10,,Winter,False
CHK-043112,MBR-008528,BR-028,2024-01-22 10:18:52,2024-01-22 11:46:52,Strength Training,Self-Guided,92,False,Monday,10,88.0,Winter,False
CHK-043113,MBR-013716,BR-019,2024-01-22 10:35:47,2024-01-22 11:26:47,Strength Training,Self-Guided,47,False,Monday,10,51.0,Winter,False
CHK-043114,MBR-016441,BR-039,2024-01-22 10:41:33,,Strength Training,Self-Guided,91,True,Monday,10,,Winter,False
CHK-043115,MBR-017341,BR-036,2024-01-22 11:16:31,2024-01-22 11:51:31,Cardio,Self-Guided,31,False,Monday,11,35.0,Winter,False
CHK-043116,MBR-014771,BR-032,2024-01-22 11:56:15,2024-01-22 12:54:15,Personal Training Session,TR-035,60,False,Monday,11,58.0,Winter,False
CHK-043117,MBR-003256,BR-023,2024-01-22 12:44:13,2024-01-22 13:11:13,Group Class,Self-Guided,31,False,Monday,12,27.0,Winter,False
CHK-043118,MBR-010637,BR-036,2024-01-22 12:47:52,2024-01-22 14:02:52,Strength Training,Self-Guided,73,False,Monday,12,75.0,Winter,False
CHK-043119,MBR-014128,BR-018,2024-01-22 13:12:02,2024-01-22 14:08:02,Personal Training Session,TR-021,58,False,Monday,13,56.0,Winter,False
CHK-043120,MBR-002012,BR-031,2024-01-22 13:14:34,2024-01-22 14:52:34,Group Class,Self-Guided,93,False,Monday,13,98.0,Winter,False
CHK-043121,MBR-010469,BR-007,2024-01-22 13:31:51,2024-01-22 14:14:51,Cardio,Self-Guided,47,False,Monday,13,43.0,Winter,False
CHK-043122,MBR-016208,BR-031,2024-01-22 13:47:50,2024-01-22 14:56:50,Group Class,Self-Guided,70,False,Monday,13,69.0,Winter,False
CHK-043123,MBR-006546,BR-026,2024-01-22 13:50:45,2024-01-22 14:27:45,Personal Training Session,TR-038,33,False,Monday,13,37.0,Winter,False
CHK-043124,MBR-006657,BR-037,2024-01-22 14:08:11,2024-01-22 15:30:11,Strength Training,Self-Guided,79,False,Monday,14,82.0,Winter,False
CHK-043125,MBR-015823,BR-013,2024-01-22 14:51:01,2024-01-22 15:48:01,Personal Training Session,TR-025,61,False,Monday,14,57.0,Winter,False
CHK-043126,MBR-002297,BR-032,2024-01-22 14:57:15,2024-01-22 15:47:15,Strength Training,Self-Guided,48,False,Monday,14,50.0,Winter,False
CHK-043127,MBR-004065,BR-038,2024-01-22 15:10:10,2024-01-22 16:54:10,Group Class,Self-Guided,99,False,Monday,15,104.0,Winter,False
CHK-043128,MBR-007992,BR-018,2024-01-22 15:25:14,,Strength Training,Self-Guided,44,True,Monday,15,,Winter,False
CHK-043129,MBR-013991,BR-019,2024-01-22 15:31:07,2024-01-22 16:30:07,Cardio,Self-Guided,62,False,Monday,15,59.0,Winter,False
CHK-043130,MBR-000341,BR-013,2024-01-22 15:31:39,2024-01-22 16:54:39,Strength Training,Self-Guided,84,False,Monday,15,83.0,Winter,False
CHK-043131,MBR-008994,BR-028,2024-01-22 15:47:11,2024-01-22 16:31:11,Group Class,Self-Guided,42,False,Monday,15,44.0,Winter,False
CHK-043132,MBR-009901,BR-004,2024-01-22 15:47:26,2024-01-22 16:56:26,Strength Training,Self-Guided,67,False,Monday,15,69.0,Winter,False
CHK-043133,MBR-002541,BR-022,2024-01-22 16:15:38,2024-01-22 17:12:38,Strength Training,Self-Guided,59,False,Monday,16,57.0,Winter,False
CHK-043134,MBR-005825,BR-009,2024-01-22 16:34:45,2024-01-22 17:24:45,Strength Training,Self-Guided,46,False,Monday,16,50.0,Winter,False
CHK-043135,MBR-016889,BR-034,2024-01-22 16:37:22,2024-01-22 17:35:22,Strength Training,Self-Guided,60,False,Monday,16,58.0,Winter,False
CHK-043136,MBR-013717,BR-031,2024-01-22 16:52:18,2024-01-22 17:41:18,Group Class,Self-Guided,45,False,Monday,16,49.0,Winter,False
CHK-043137,MBR-008994,BR-024,2024-01-22 16:52:51,2024-01-22 18:11:51,Group Class,Self-Guided,79,False,Monday,16,79.0,Winter,False
CHK-043138,MBR-012973,BR-027,2024-01-22 16:52:52,2024-01-22 17:31:52,Group Class,Self-Guided,40,False,Monday,16,39.0,Winter,False
CHK-043139,MBR-012160,BR-017,2024-01-22 17:39:09,2024-01-22 18:48:09,Group Class,Self-Guided,65,False,Monday,17,69.0,Winter,False
CHK-043140,MBR-010993,BR-020,2024-01-22 17:42:02,2024-01-22 18:42:02,Personal Training Session,TR-002,61,False,Monday,17,60.0,Winter,False
CHK-043141,MBR-012595,BR-029,2024-01-22 18:01:57,2024-01-22 18:45:57,Group Class,Self-Guided,46,False,Monday,18,44.0,Winter,False
CHK-043142,MBR-011673,BR-020,2024-01-22 18:07:46,2024-01-22 18:59:46,Strength Training,Self-Guided,55,False,Monday,18,52.0,Winter,False
CHK-043143,MBR-006812,BR-031,2024-01-22 18:11:42,2024-01-22 19:24:42,Strength Training,Self-Guided,77,False,Monday,18,73.0,Winter,False
CHK-043144,MBR-008419,BR-007,2024-01-22 18:15:10,2024-01-22 18:59:10,Cardio,Self-Guided,45,False,Monday,18,44.0,Winter,False
CHK-043145,MBR-009146,BR-038,2024-01-22 18:18:18,2024-01-22 19:04:18,Cardio,Self-Guided,49,False,Monday,18,46.0,Winter,False
CHK-043146,MBR-011073,BR-034,2024-01-22 18:19:37,2024-01-22 19:20:37,Strength Training,Self-Guided,61,False,Monday,18,61.0,Winter,False
CHK-043147,MBR-012239,BR-034,2024-01-22 18:19:57,2024-01-22 19:35:57,Personal Training Session,TR-021,80,False,Monday,18,76.0,Winter,False
CHK-043148,MBR-006394,BR-028,2024-01-22 18:22:51,2024-01-22 19:26:51,Cardio,Self-Guided,61,False,Monday,18,64.0,Winter,False
CHK-043149,MBR-008021,BR-022,2024-01-22 18:25:32,2024-01-22 19:42:32,Cardio,Self-Guided,80,False,Monday,18,77.0,Winter,False
CHK-043150,MBR-017105,BR-033,2024-01-22 18:30:16,2024-01-22 19:14:16,Strength Training,Self-Guided,45,False,Monday,18,44.0,Winter,False
CHK-043151,MBR-015974,BR-016,2024-01-22 18:34:36,2024-01-22 19:36:36,Group Class,Self-Guided,64,False,Monday,18,62.0,Winter,False
CHK-043152,MBR-016706,BR-031,2024-01-22 18:44:54,2024-01-22 19:28:54,Group Class,Self-Guided,39,False,Monday,18,44.0,Winter,False
CHK-043153,MBR-005442,BR-002,2024-01-22 18:49:55,2024-01-22 19:37:55,Cardio,Self-Guided,44,False,Monday,18,48.0,Winter,False
CHK-043154,MBR-005820,BR-029,2024-01-22 18:54:07,2024-01-22 19:56:07,Group Class,Self-Guided,58,False,Monday,18,62.0,Winter,False
CHK-043155,MBR-006741,BR-037,2024-01-22 18:54:55,2024-01-22 19:23:55,Cardio,Self-Guided,24,False,Monday,18,29.0,Winter,False
CHK-043156,MBR-012095,BR-036,2024-01-22 19:02:23,2024-01-22 20:23:23,Cardio,Self-Guided,79,False,Monday,19,81.0,Winter,False
CHK-043157,MBR-003428,BR-010,2024-01-22 19:03:41,2024-01-22 19:53:41,Strength Training,Self-Guided,51,False,Monday,19,50.0,Winter,False
CHK-043158,MBR-016436,BR-009,2024-01-22 19:22:13,2024-01-22 20:37:13,Strength Training,Self-Guided,79,False,Monday,19,75.0,Winter,False
CHK-043159,MBR-006421,BR-033,2024-01-22 19:32:55,2024-01-22 20:40:55,Strength Training,Self-Guided,64,False,Monday,19,68.0,Winter,False
CHK-043160,MBR-008716,BR-010,2024-01-22 19:36:32,2024-01-22 20:57:32,Cardio,Self-Guided,77,False,Monday,19,81.0,Winter,False
CHK-043161,MBR-000207,BR-033,2024-01-22 19:38:35,2024-01-22 20:39:35,Cardio,Self-Guided,63,False,Monday,19,61.0,Winter,False
CHK-043162,MBR-002837,BR-038,2024-01-22 19:40:56,2024-01-22 20:32:56,Strength Training,Self-Guided,56,False,Monday,19,52.0,Winter,False
CHK-043163,MBR-004110,BR-004,2024-01-22 19:44:39,2024-01-22 20:46:39,Personal Training Session,TR-034,62,False,Monday,19,62.0,Winter,False
CHK-043164,MBR-004468,BR-014,2024-01-22 19:49:58,2024-01-22 21:39:58,Strength Training,Self-Guided,106,False,Monday,19,110.0,Winter,False
CHK-043165,MBR-003561,BR-020,2024-01-22 19:51:52,2024-01-22 21:24:52,Group Class,Self-Guided,88,False,Monday,19,93.0,Winter,False
CHK-043166,MBR-005389,BR-023,2024-01-22 19:53:17,2024-01-22 20:50:17,Personal Training Session,TR-002,56,False,Monday,19,57.0,Winter,False
CHK-043167,MBR-011437,BR-034,2024-01-22 19:53:51,2024-01-22 21:04:51,Personal Training Session,TR-046,73,False,Monday,19,71.0,Winter,False
CHK-043168,MBR-015463,BR-033,2024-01-22 20:00:58,,Group Class,Self-Guided,65,True,Monday,20,,Winter,False
CHK-043169,MBR-005912,BR-028,2024-01-22 20:01:00,2024-01-22 20:33:00,Cardio,Self-Guided,35,False,Monday,20,32.0,Winter,False
CHK-043170,MBR-002335,BR-022,2024-01-22 20:01:24,2024-01-22 20:49:24,Personal Training Session,TR-050,51,False,Monday,20,48.0,Winter,False
CHK-043171,MBR-010298,BR-013,2024-01-22 20:05:14,2024-01-22 20:25:14,Group Class,Self-Guided,24,False,Monday,20,20.0,Winter,False
CHK-043172,MBR-001642,BR-028,2024-01-22 20:08:56,2024-01-22 21:52:56,Strength Training,Self-Guided,100,False,Monday,20,104.0,Winter,False
CHK-043173,MBR-013355,BR-035,2024-01-22 20:13:45,2024-01-22 21:23:45,Personal Training Session,TR-004,66,False,Monday,20,70.0,Winter,False
CHK-043174,MBR-009456,BR-011,2024-01-22 20:18:35,2024-01-22 21:33:35,Strength Training,Self-Guided,75,False,Monday,20,75.0,Winter,False
CHK-043175,MBR-006901,BR-018,2024-01-22 20:21:32,2024-01-22 21:04:32,Cardio,Self-Guided,47,False,Monday,20,43.0,Winter,False
CHK-043176,MBR-002088,BR-038,2024-01-22 20:24:01,2024-01-22 21:20:01,Personal Training Session,TR-014,58,False,Monday,20,56.0,Winter,False
CHK-043177,MBR-016401,BR-038,2024-01-22 20:25:38,,Cardio,Self-Guided,45,True,Monday,20,,Winter,False
CHK-043178,MBR-015354,BR-009,2024-01-22 20:26:34,2024-01-22 21:50:34,Group Class,Self-Guided,82,False,Monday,20,84.0,Winter,False
CHK-043179,MBR-009479,BR-008,2024-01-22 20:32:37,2024-01-22 21:10:37,Cardio,Self-Guided,40,False,Monday,20,38.0,Winter,False
CHK-043180,MBR-004203,BR-018,2024-01-22 20:35:54,2024-01-22 21:32:54,Cardio,Self-Guided,60,False,Monday,20,57.0,Winter,False
CHK-043181,MBR-008829,BR-035,2024-01-22 20:39:01,2024-01-22 21:54:01,Cardio,Self-Guided,72,False,Monday,20,75.0,Winter,False
CHK-043182,MBR-016897,BR-022,2024-01-22 20:39:05,2024-01-22 22:01:05,Cardio,Self-Guided,78,False,Monday,20,82.0,Winter,False
CHK-043183,MBR-016615,BR-013,2024-01-22 20:45:12,2024-01-22 21:33:12,Personal Training Session,TR-013,51,False,Monday,20,48.0,Winter,False
CHK-043184,MBR-008261,BR-017,2024-01-22 20:45:55,2024-01-22 21:42:55,Personal Training Session,TR-010,56,False,Monday,20,57.0,Winter,False
CHK-043185,MBR-011876,BR-002,2024-01-22 20:57:19,2024-01-22 21:47:19,Group Class,Self-Guided,49,False,Monday,20,50.0,Winter,False
CHK-043186,MBR-007418,BR-013,2024-01-22 21:00:17,,Group Class,Self-Guided,107,True,Monday,21,,Winter,False
CHK-043187,MBR-001211,BR-033,2024-01-22 21:03:42,2024-01-22 21:48:42,Group Class,Self-Guided,45,False,Monday,21,45.0,Winter,False
CHK-043188,MBR-005192,BR-007,2024-01-22 21:03:53,2024-01-22 22:21:53,Group Class,Self-Guided,82,False,Monday,21,78.0,Winter,False
CHK-043189,MBR-009356,BR-006,2024-01-22 21:06:53,2024-01-22 22:09:53,Personal Training Session,TR-028,60,False,Monday,21,63.0,Winter,False
CHK-043190,MBR-011476,BR-013,2024-01-22 21:07:59,2024-01-22 22:06:59,Personal Training Session,TR-037,60,False,Monday,21,59.0,Winter,False
CHK-043191,MBR-000811,BR-001,2024-01-22 21:08:03,2024-01-22 22:14:03,Strength Training,Self-Guided,64,False,Monday,21,66.0,Winter,False
CHK-043192,MBR-004538,BR-027,2024-01-22 21:09:25,2024-01-22 22:06:25,Strength Training,Self-Guided,56,False,Monday,21,57.0,Winter,False
CHK-043193,MBR-000667,BR-034,2024-01-22 21:10:40,2024-01-22 22:28:40,Cardio,Self-Guided,73,False,Monday,21,78.0,Winter,False
CHK-043194,MBR-001151,BR-016,2024-01-22 21:11:52,2024-01-22 21:59:52,Strength Training,Self-Guided,52,False,Monday,21,48.0,Winter,False
CHK-043195,MBR-006498,BR-017,2024-01-22 21:23:02,2024-01-22 22:59:02,Group Class,Self-Guided,98,False,Monday,21,96.0,Winter,False
CHK-043196,MBR-003228,BR-018,2024-01-22 21:23:09,2024-01-22 22:31:09,Cardio,Self-Guided,66,False,Monday,21,68.0,Winter,False
CHK-043197,MBR-005457,BR-030,2024-01-22 21:23:56,2024-01-22 22:00:56,Group Class,Self-Guided,38,False,Monday,21,37.0,Winter,False
CHK-043198,MBR-005105,BR-038,2024-01-22 21:25:24,2024-01-22 22:34:24,Cardio,Self-Guided,71,False,Monday,21,69.0,Winter,False
CHK-043199,MBR-012099,BR-039,2024-01-22 21:27:26,2024-01-22 22:50:26,Group Class,Self-Guided,81,False,Monday,21,83.0,Winter,False
CHK-043200,MBR-000694,BR-038,2024-01-22 21:32:39,2024-01-22 22:25:39,Cardio,Self-Guided,56,False,Monday,21,53.0,Winter,False
CHK-043201,MBR-015649,BR-005,2024-01-22 21:36:13,,Strength Training,Self-Guided,57,True,Monday,21,,Winter,False
CHK-043202,MBR-010301,BR-038,2024-01-22 21:39:45,2024-01-22 22:53:45,Strength Training,Self-Guided,76,False,Monday,21,74.0,Winter,False
CHK-043203,MBR-014699,BR-033,2024-01-22 21:45:34,2024-01-22 22:56:34,Personal Training Session,TR-038,70,False,Monday,21,71.0,Winter,False
CHK-043204,MBR-000173,BR-015,2024-01-22 21:45:47,,Strength Training,Self-Guided,69,True,Monday,21,,Winter,False
CHK-043205,MBR-002194,BR-039,2024-01-22 21:53:51,2024-01-22 22:41:51,Cardio,Self-Guided,51,False,Monday,21,48.0,Winter,False
CHK-043206,MBR-011354,BR-025,2024-01-22 22:12:54,2024-01-22 23:16:54,Cardio,Self-Guided,64,False,Monday,22,64.0,Winter,False
CHK-043207,MBR-002892,BR-025,2024-01-22 22:35:54,2024-01-22 23:33:54,Cardio,Self-Guided,53,False,Monday,22,58.0,Winter,False
CHK-043208,MBR-009349,BR-008,2024-01-22 22:51:30,2024-01-22 23:52:30,Personal Training Session,TR-042,60,False,Monday,22,61.0,Winter,False
CHK-043209,MBR-000448,BR-039,2024-01-22 23:28:21,2024-01-23 00:03:21,Cardio,Self-Guided,34,False,Monday,23,35.0,Winter,False
CHK-043210,MBR-007988,BR-009,2024-01-22 23:43:23,2024-01-23 01:27:23,Strength Training,Self-Guided,103,False,Monday,23,104.0,Winter,False
CHK-043211,MBR-000238,BR-016,2024-01-22 23:45:14,2024-01-23 01:18:14,Cardio,Self-Guided,88,False,Monday,23,93.0,Winter,False
CHK-043212,MBR-015710,BR-017,2024-01-23 00:51:52,2024-01-23 01:59:52,Strength Training,Self-Guided,67,False,Tuesday,0,68.0,Winter,False
CHK-043213,MBR-005310,BR-038,2024-01-23 04:06:44,2024-01-23 05:29:44,Group Class,Self-Guided,84,False,Tuesday,4,83.0,Winter,False
CHK-043214,MBR-017342,BR-021,2024-01-23 04:14:03,2024-01-23 05:25:03,Personal Training Session,TR-027,67,False,Tuesday,4,71.0,Winter,False
