event_id,member_id,event_datetime,event_type,platform,session_duration_seconds,notification_engagement,event_day_of_week,event_hour,is_session_duration_outlier
APP-035871,MBR-002630,2025-05-26 17:57:04,Community/WhatsApp-style Group Post,Android,287,Not Applicable,Monday,17,True
APP-029620,MBR-007584,2024-02-08 15:17:04,Badge Earned,Android,36,Not Applicable,Thursday,15,False
APP-094297,MBR-003333,2025-08-25 06:23:15,Diet Log Entry,iOS,90,Not Applicable,Monday,6,False
APP-005558,MBR-010864,2022-06-09 19:17:28,Workout Logged Manually,Android,31,Not Applicable,Thursday,19,False
APP-069952,MBR-008611,2025-07-20 17:30:44,App Opened–No Action,iOS,5,Not Applicable,Sunday,17,False
APP-047122,MBR-001721,2024-12-18 08:02:29,Workout Logged Manually,Android,46,Not Applicable,Wednesday,8,False
APP-014702,MBR-010850,2024-06-19 19:22:32,Push Notification Opened,Android,7,Ignored,Wednesday,19,False
APP-047612,MBR-010576,2022-05-21 15:14:15,Badge Earned,iOS,19,Not Applicable,Saturday,15,False
APP-064893,MBR-013847,2024-01-20 17:21:18,App Opened–No Action,Android,9,Not Applicable,Saturday,17,False
APP-089848,MBR-015112,2025-08-20 09:27:47,Badge Earned,Android,63,Dismissed,Wednesday,9,False
APP-079834,MBR-002066,2022-01-04 08:42:50,Badge Earned,Android,45,Not Applicable,Tuesday,8,False
APP-027149,MBR-015155,2025-08-01 19:18:55,Push Notification Opened,Android,9,Dismissed,Friday,19,False
APP-088920,MBR-012724,2025-05-07 21:44:36,Workout Logged Manually,Android,59,Not Applicable,Wednesday,21,False
APP-011409,MBR-011638,2025-03-12 22:13:12,Badge Earned,Android,25,Opened,Wednesday,22,False
APP-043911,MBR-006538,2022-07-15 17:23:34,Streak Viewed,Android,20,Not Applicable,Friday,17,False
APP-047245,MBR-001763,2024-03-05 22:08:01,App Opened–No Action,iOS,8,Not Applicable,Tuesday,22,False
APP-038287,MBR-002409,2024-12-18 22:16:47,App Opened–No Action,Android,47,Not Applicable,Wednesday,22,False
APP-023526,MBR-011364,2024-08-07 19:11:04,Push Notification Opened,iOS,12,Opened,Wednesday,19,False
APP-080253,MBR-012435,2023-06-04 17:26:19,Streak Viewed,iOS,10,Not Applicable,Sunday,17,False
APP-045214,MBR-001364,2025-05-29 18:32:36,Push Notification Opened,iOS,10,Not Applicable,Thursday,18,False
APP-045803,MBR-011485,2025-08-31 08:40:21,App Opened–No Action,Android,4,Not Applicable,Sunday,8,False
APP-036750,MBR-014456,2024-04-23 05:40:36,Push Notification Opened,Android,4,Ignored,Tuesday,5,False
APP-038447,MBR-005066,2025-06-03 09:16:17,Badge Earned,Android,32,Not Applicable,Tuesday,9,False
APP-091239,MBR-015352,2023-01-19 17:17:18,Reminder Snoozed,iOS,5,Ignored,Thursday,17,False
APP-048226,MBR-000246,2021-08-11 07:04:36,Workout Logged Manually,Android,60,Not Applicable,Wednesday,7,False
APP-092360,MBR-014626,2024-04-08 20:43:04,Workout Logged Manually,iOS,82,Not Applicable,Monday,20,False
APP-032953,MBR-005037,2025-01-16 01:20:55,App Opened–No Action,Android,16,Not Applicable,Thursday,1,False
APP-046229,MBR-000523,2024-07-01 08:42:42,Workout Logged Manually,iOS,70,Not Applicable,Monday,8,False
APP-021099,MBR-009854,2023-01-20 05:35:51,App Opened–No Action,Android,8,Not Applicable,Friday,5,False
APP-027072,MBR-008249,2025-10-01 06:42:03,App Opened–No Action,Android,17,Not Applicable,Wednesday,6,False
APP-083454,MBR-010384,2024-12-25 05:53:30,App Opened–No Action,Android,4,Not Applicable,Wednesday,5,False
APP-065048,MBR-003797,2021-04-01 20:23:31,Community/WhatsApp-style Group Post,Android,206,Not Applicable,Thursday,20,True
APP-050286,MBR-004420,2025-07-06 10:48:58,Workout Logged Manually,Android,148,Not Applicable,Sunday,10,False
APP-095105,MBR-016540,2025-02-04 05:33:59,Push Notification Opened,Android,12,Ignored,Tuesday,5,False
APP-009792,MBR-005921,2025-10-01 17:14:14,Streak Viewed,Android,112,Not Applicable,Wednesday,17,False
APP-013783,MBR-016613,2024-01-14 10:10:50,Badge Earned,Android,33,Not Applicable,Sunday,10,False
APP-086465,MBR-016993,2025-09-28 06:05:52,Workout Logged Manually,iOS,55,Not Applicable,Sunday,6,False
APP-088090,MBR-010122,2025-01-31 18:41:55,Reminder Snoozed,Android,7,Ignored,Friday,18,False
APP-091858,MBR-011799,2022-08-21 18:57:51,Workout Logged Manually,Android,44,Not Applicable,Sunday,18,False
APP-080838,MBR-003454,2025-07-21 15:00:07,Push Notification Opened,Android,14,Opened,Monday,15,False
APP-092611,MBR-013335,2025-01-21 16:57:00,Workout Logged Manually,Android,34,Not Applicable,Tuesday,16,False
APP-066048,MBR-011297,2024-09-22 10:13:25,Community/WhatsApp-style Group Post,Android,95,Not Applicable,Sunday,10,False
APP-076601,MBR-011051,2022-08-21 14:20:31,Streak Viewed,iOS,27,Not Applicable,Sunday,14,False
APP-069589,MBR-013968,2024-01-31 18:22:54,Workout Logged Manually,Android,67,Not Applicable,Wednesday,18,False
APP-002481,MBR-014061,2023-11-04 05:23:00,Push Notification Opened,Android,7,Opened,Saturday,5,False
APP-053630,MBR-013990,2024-06-21 17:23:04,App Opened–No Action,iOS,7,Not Applicable,Friday,17,False
APP-081105,MBR-000783,2023-01-17 01:28:54,Streak Viewed,Android,68,Not Applicable,Tuesday,1,False
APP-007709,MBR-013438,2022-12-23 06:57:46,Streak Viewed,iOS,29,Not Applicable,Friday,6,False
APP-092575,MBR-001481,2024-01-01 22:31:29,Streak Viewed,Android,36,Not Applicable,Monday,22,False
APP-017652,MBR-002003,2025-01-19 09:15:18,Community/WhatsApp-style Group Post,Android,82,Ignored,Sunday,9,False
APP-090163,MBR-009874,2024-02-28 19:56:58,Diet Log Entry,Android,87,Not Applicable,Wednesday,19,False
APP-014255,MBR-003992,2024-04-13 09:17:09,Push Notification Opened,iOS,8,Ignored,Saturday,9,False
APP-092806,MBR-002809,2022-04-26 05:33:50,Reminder Snoozed,Android,9,Opened,Tuesday,5,False
APP-037502,MBR-008206,2025-09-28 16:42:41,Reminder Snoozed,Android,4,Not Applicable,Sunday,16,False
APP-054107,MBR-011910,2023-03-26 11:28:01,Badge Earned,iOS,17,Not Applicable,Sunday,11,False
APP-018328,MBR-003150,2023-11-19 05:18:24,Diet Log Entry,iOS,203,Not Applicable,Sunday,5,True
APP-073139,MBR-003042,2025-04-30 07:16:23,Badge Earned,Android,18,Not Applicable,Wednesday,7,False
APP-083499,MBR-013506,2024-02-10 19:57:45,Community/WhatsApp-style Group Post,Android,72,Not Applicable,Saturday,19,False
APP-060692,MBR-014689,2024-05-28 10:32:23,Push Notification Opened,iOS,5,Ignored,Tuesday,10,False
APP-024852,MBR-013662,2024-01-03 20:08:33,App Opened–No Action,Android,5,Not Applicable,Wednesday,20,False
APP-061824,MBR-010255,2023-12-29 21:34:58,Streak Viewed,Android,67,Not Applicable,Friday,21,False
APP-066257,MBR-001627,2024-12-15 12:14:04,Referral Sent,Android,28,Not Applicable,Sunday,12,False
APP-014627,MBR-013764,2025-05-09 11:10:13,Workout Logged Manually,Android,67,Not Applicable,Friday,11,False
APP-016263,MBR-001985,2024-02-13 12:23:16,App Opened–No Action,Android,10,Not Applicable,Tuesday,12,False
APP-040470,MBR-014712,2024-08-24 18:56:02,App Opened–No Action,Android,6,Not Applicable,Saturday,18,False
APP-093802,MBR-016123,2023-11-15 18:57:18,Workout Logged Manually,Android,52,Dismissed,Wednesday,18,False
APP-026488,MBR-013793,2025-01-21 19:22:42,Workout Logged Manually,Android,205,Not Applicable,Tuesday,19,True
APP-031272,MBR-012928,2025-01-13 21:58:33,Workout Logged Manually,Android,34,Not Applicable,Monday,21,False
APP-039137,MBR-015367,2023-03-28 00:00:06,Badge Earned,Android,69,Not Applicable,Tuesday,0,False
APP-072149,MBR-012863,2024-09-12 07:04:28,Push Notification Opened,Android,11,Opened,Thursday,7,False
APP-070268,MBR-016285,2024-02-03 08:16:52,Diet Log Entry,Android,50,Not Applicable,Saturday,8,False
APP-026460,MBR-009149,2023-05-21 09:21:37,Streak Viewed,Android,72,Not Applicable,Sunday,9,False
APP-071846,MBR-010796,2025-01-21 14:37:55,Workout Logged Manually,Android,70,Not Applicable,Tuesday,14,False
APP-041888,MBR-007647,2022-12-08 20:07:09,Badge Earned,Android,9,Not Applicable,Thursday,20,False
APP-088002,MBR-011695,2023-01-14 05:35:58,Community/WhatsApp-style Group Post,Android,75,Not Applicable,Saturday,5,False
APP-041508,MBR-003834,2025-04-29 17:22:48,Push Notification Opened,Android,18,Ignored,Tuesday,17,False
APP-070909,MBR-016264,2023-08-04 17:33:36,Badge Earned,Android,37,Not Applicable,Friday,17,False
APP-025241,MBR-010128,2023-01-12 07:55:37,Workout Logged Manually,Android,41,Not Applicable,Thursday,7,False
APP-056344,MBR-008451,2022-11-08 06:52:06,Community/WhatsApp-style Group Post,Android,146,Not Applicable,Tuesday,6,False
APP-076964,MBR-000419,2021-04-22 06:38:57,Push Notification Opened,Android,12,Opened,Thursday,6,False
APP-094298,MBR-003333,2022-08-10 17:08:33,Community/WhatsApp-style Group Post,iOS,296,Not Applicable,Wednesday,17,True
APP-073945,MBR-007418,2025-02-20 20:55:33,App Opened–No Action,Android,7,Not Applicable,Thursday,20,False
APP-089683,MBR-008022,2025-01-23 20:29:12,Diet Log Entry,Android,116,Not Applicable,Thursday,20,False
APP-009263,MBR-012386,2024-08-24 09:34:06,Streak Viewed,Android,19,Ignored,Saturday,9,False
APP-084273,MBR-010997,2024-03-17 14:59:18,App Opened–No Action,Android,12,Not Applicable,Sunday,14,False
APP-044225,MBR-011292,2024-09-12 01:07:12,Push Notification Opened,Android,12,Opened,Thursday,1,False
APP-026240,MBR-011097,2025-09-06 21:42:31,Workout Logged Manually,Android,88,Not Applicable,Saturday,21,False
APP-088221,MBR-002172,2024-10-13 06:38:10,Workout Logged Manually,Android,77,Not Applicable,Sunday,6,False
APP-089950,MBR-008062,2021-06-20 19:14:12,Referral Sent,Android,22,Not Applicable,Sunday,19,False
APP-010977,MBR-009071,2022-09-25 10:44:50,Community/WhatsApp-style Group Post,Android,217,Not Applicable,Sunday,10,True
APP-078536,MBR-005443,2025-04-27 11:21:53,App Opened–No Action,Android,5,Not Applicable,Sunday,11,False
APP-011112,MBR-010317,2023-01-04 21:24:36,Reminder Snoozed,iOS,9,Ignored,Wednesday,21,False
APP-038613,MBR-011286,2025-10-01 22:16:19,Workout Logged Manually,Android,66,Not Applicable,Wednesday,22,False
APP-023403,MBR-016819,2024-10-22 00:52:39,Community/WhatsApp-style Group Post,Android,114,Not Applicable,Tuesday,0,False
APP-081165,MBR-016104,2025-02-08 23:17:05,App Opened–No Action,Android,12,Not Applicable,Saturday,23,False
APP-051147,MBR-009384,2024-07-26 12:37:11,App Opened–No Action,Android,15,Not Applicable,Friday,12,False
APP-096333,MBR-000646,2024-09-04 07:12:42,Diet Log Entry,Android,32,Not Applicable,Wednesday,7,False
APP-064640,MBR-013800,2023-04-18 18:00:30,Push Notification Opened,Android,8,Not Applicable,Tuesday,18,False
APP-060751,MBR-002784,2022-03-12 09:12:46,Badge Earned,Android,44,Not Applicable,Saturday,9,False
APP-042362,MBR-010846,2025-01-18 19:57:00,App Opened–No Action,Android,10,Not Applicable,Saturday,19,False
APP-000933,MBR-010585,2025-01-21 17:48:35,Reminder Snoozed,Android,4,Opened,Tuesday,17,False
APP-027235,MBR-005256,2024-10-10 07:47:36,Streak Viewed,Android,60,Not Applicable,Thursday,7,False
APP-019275,MBR-000733,2024-05-08 07:39:19,Push Notification Opened,Android,17,Opened,Wednesday,7,False
APP-073243,MBR-014189,2024-09-14 20:58:57,Push Notification Opened,Android,5,Not Applicable,Saturday,20,False
APP-090656,MBR-017172,2022-11-23 23:20:03,Streak Viewed,Android,48,Not Applicable,Wednesday,23,False
APP-004470,MBR-012284,2023-10-13 22:33:33,Streak Viewed,Android,30,Not Applicable,Friday,22,False
APP-092254,MBR-000473,2022-04-26 20:15:52,Push Notification Opened,Android,4,Opened,Tuesday,20,False
APP-034898,MBR-016078,2025-04-19 17:50:20,Streak Viewed,Android,25,Not Applicable,Saturday,17,False
APP-035417,MBR-009010,2023-09-18 06:18:29,Streak Viewed,Android,31,Not Applicable,Monday,6,False
APP-068573,MBR-014166,2024-12-19 09:38:56,App Opened–No Action,Android,6,Not Applicable,Thursday,9,False
APP-089845,MBR-003639,2025-10-02 07:20:23,App Opened–No Action,Android,9,Not Applicable,Thursday,7,False
APP-016306,MBR-016174,2025-08-10 15:36:16,Push Notification Opened,iOS,44,Ignored,Sunday,15,False
APP-056541,MBR-001003,2024-03-08 20:18:41,Reminder Snoozed,Android,8,Ignored,Friday,20,False
APP-032652,MBR-008523,2022-06-10 17:51:41,Workout Logged Manually,Android,54,Not Applicable,Friday,17,False
APP-006240,MBR-013713,2024-11-14 11:03:37,Streak Viewed,Android,20,Not Applicable,Thursday,11,False
APP-003889,MBR-012403,2022-10-06 08:15:09,Push Notification Opened,Android,10,Dismissed,Thursday,8,False
APP-089543,MBR-000202,2024-07-11 09:04:16,Reminder Snoozed,Android,13,Ignored,Thursday,9,False
APP-038106,MBR-008824,2023-05-08 20:05:57,Badge Earned,Android,13,Not Applicable,Monday,20,False
APP-067269,MBR-012971,2023-09-02 15:57:38,Push Notification Opened,iOS,13,Opened,Saturday,15,False
APP-096942,MBR-012764,2025-04-17 17:36:07,Push Notification Opened,Android,14,Dismissed,Thursday,17,False
APP-060417,MBR-000466,2024-12-08 11:13:24,Reminder Snoozed,Android,7,Dismissed,Sunday,11,False
APP-058990,MBR-002439,2025-07-02 10:11:40,Badge Earned,iOS,45,Not Applicable,Wednesday,10,False
APP-032415,MBR-012475,2024-12-26 17:58:44,Diet Log Entry,iOS,45,Not Applicable,Thursday,17,False
APP-059171,MBR-015144,2023-02-05 01:03:09,Diet Log Entry,Android,100,Not Applicable,Sunday,1,False
APP-025415,MBR-002768,2023-09-11 17:19:12,Community/WhatsApp-style Group Post,iOS,63,Not Applicable,Monday,17,False
APP-073696,MBR-003123,2024-07-05 18:43:47,Streak Viewed,Android,17,Not Applicable,Friday,18,False
APP-086627,MBR-005244,2023-07-05 08:51:00,Community/WhatsApp-style Group Post,iOS,77,Not Applicable,Wednesday,8,False
APP-092841,MBR-012668,2025-01-10 08:02:34,Streak Viewed,iOS,37,Not Applicable,Friday,8,False
APP-048225,MBR-000246,2025-04-15 23:09:55,Streak Viewed,Android,56,Not Applicable,Tuesday,23,False
APP-013818,MBR-011305,2024-05-31 21:35:39,Streak Viewed,Android,31,Not Applicable,Friday,21,False
APP-027932,MBR-003457,2024-04-25 01:36:11,Reminder Snoozed,iOS,13,Opened,Thursday,1,False
APP-045004,MBR-006637,2024-11-28 17:18:36,Push Notification Opened,Android,5,Opened,Thursday,17,False
APP-054078,MBR-010461,2025-10-04 05:49:10,App Opened–No Action,Android,6,Opened,Saturday,5,False
APP-063693,MBR-009535,2025-04-20 10:13:42,Reminder Snoozed,iOS,9,Ignored,Sunday,10,False
APP-000419,MBR-010825,2023-12-19 13:31:33,App Opened–No Action,Android,11,Not Applicable,Tuesday,13,False
APP-017335,MBR-007081,2023-09-18 22:29:22,Workout Logged Manually,Android,55,Not Applicable,Monday,22,False
APP-062734,MBR-005727,2024-11-21 01:32:35,Referral Sent,Android,45,Not Applicable,Thursday,1,False
APP-057446,MBR-007579,2022-03-28 10:37:46,Workout Logged Manually,Android,35,Not Applicable,Monday,10,False
APP-045385,MBR-007415,2025-07-27 06:37:46,Badge Earned,iOS,45,Ignored,Sunday,6,False
APP-085822,MBR-001923,2025-10-02 10:04:21,App Opened–No Action,Android,11,Not Applicable,Thursday,10,False
APP-051087,MBR-006846,2025-10-04 17:35:37,Push Notification Opened,Android,14,Opened,Saturday,17,False
APP-002489,MBR-007093,2024-12-04 19:01:09,Community/WhatsApp-style Group Post,iOS,89,Not Applicable,Wednesday,19,False
APP-012755,MBR-001833,2025-07-31 10:21:56,Reminder Snoozed,Android,4,Opened,Thursday,10,False
APP-014845,MBR-009703,2024-04-22 05:47:21,Push Notification Opened,iOS,14,Opened,Monday,5,False
APP-073280,MBR-000822,2025-02-27 06:19:57,Reminder Snoozed,iOS,12,Ignored,Thursday,6,False
APP-044695,MBR-011317,2022-02-16 19:48:23,Workout Logged Manually,iOS,86,Not Applicable,Wednesday,19,False
APP-066221,MBR-006388,2024-03-16 12:31:53,App Opened–No Action,Android,5,Not Applicable,Saturday,12,False
APP-040971,MBR-009973,2024-10-01 05:50:18,Reminder Snoozed,iOS,3,Ignored,Tuesday,5,False
APP-030047,MBR-008757,2025-04-25 07:14:55,Streak Viewed,iOS,27,Not Applicable,Friday,7,False
APP-081254,MBR-016737,2025-05-26 08:32:16,Workout Logged Manually,Android,68,Not Applicable,Monday,8,False
APP-064557,MBR-003562,2025-06-05 16:54:00,Streak Viewed,Android,32,Not Applicable,Thursday,16,False
APP-038886,MBR-005325,2023-06-07 22:19:27,Workout Logged Manually,Android,95,Not Applicable,Wednesday,22,False
APP-035758,MBR-013291,2025-09-19 07:38:45,Streak Viewed,Android,49,Not Applicable,Friday,7,False
APP-061339,MBR-009992,2024-12-27 23:22:29,Reminder Snoozed,Android,5,Opened,Friday,23,False
APP-003555,MBR-015907,2024-12-31 08:58:01,Diet Log Entry,iOS,141,Not Applicable,Tuesday,8,False
APP-043407,MBR-011248,2023-08-28 21:24:48,Badge Earned,Android,63,Not Applicable,Monday,21,False
APP-079967,MBR-009589,2022-01-14 20:41:33,Workout Logged Manually,iOS,52,Not Applicable,Friday,20,False
APP-047621,MBR-004073,2022-11-05 19:10:00,Referral Sent,iOS,100,Not Applicable,Saturday,19,False
APP-051200,MBR-003572,2021-08-28 19:24:24,App Opened–No Action,iOS,5,Not Applicable,Saturday,19,False
APP-094960,MBR-001218,2025-04-27 20:53:41,Workout Logged Manually,Android,147,Not Applicable,Sunday,20,False
APP-094752,MBR-006964,2023-11-02 14:20:08,Streak Viewed,Android,39,Not Applicable,Thursday,14,False
APP-091388,MBR-010589,2024-05-22 06:45:53,Badge Earned,Android,12,Not Applicable,Wednesday,6,False
APP-000061,MBR-006117,2024-10-17 08:29:12,Push Notification Opened,Android,22,Opened,Thursday,8,False
APP-093156,MBR-005157,2025-01-01 11:53:16,Workout Logged Manually,iOS,229,Not Applicable,Wednesday,11,True
APP-084700,MBR-011260,2024-07-25 01:17:43,Push Notification Opened,Android,39,Not Applicable,Thursday,1,False
APP-093442,MBR-007692,2022-09-14 01:03:29,Badge Earned,Android,47,Not Applicable,Wednesday,1,False
APP-089406,MBR-008504,2024-03-17 19:58:37,Workout Logged Manually,Android,34,Not Applicable,Sunday,19,False
APP-005954,MBR-000422,2024-04-13 23:12:28,Workout Logged Manually,iOS,44,Not Applicable,Saturday,23,False
APP-094111,MBR-002612,2024-10-25 19:21:48,Push Notification Opened,Android,4,Opened,Friday,19,False
APP-050974,MBR-001539,2021-11-04 07:04:00,Community/WhatsApp-style Group Post,iOS,72,Not Applicable,Thursday,7,False
APP-068199,MBR-015653,2025-07-16 21:33:11,Diet Log Entry,iOS,154,Not Applicable,Wednesday,21,False
APP-044638,MBR-012319,2023-01-19 20:54:15,Workout Logged Manually,iOS,62,Not Applicable,Thursday,20,False
APP-043470,MBR-006151,2025-03-12 07:18:14,App Opened–No Action,Android,4,Not Applicable,Wednesday,7,False
APP-055143,MBR-002925,2022-12-23 21:56:30,Reminder Snoozed,iOS,4,Dismissed,Friday,21,False
APP-090268,MBR-006845,2022-12-27 00:09:01,Diet Log Entry,Android,110,Not Applicable,Tuesday,0,False
APP-038266,MBR-009788,2024-10-08 08:36:31,App Opened–No Action,Android,4,Not Applicable,Tuesday,8,False
APP-054366,MBR-008535,2025-04-09 09:03:30,Streak Viewed,Android,60,Not Applicable,Wednesday,9,False
APP-047960,MBR-016618,2025-05-24 17:36:11,Push Notification Opened,Android,6,Opened,Saturday,17,False
APP-057995,MBR-004028,2025-01-05 06:48:08,Streak Viewed,Android,42,Dismissed,Sunday,6,False
APP-003801,MBR-008234,2023-06-12 19:50:06,App Opened–No Action,Android,9,Not Applicable,Monday,19,False
APP-053841,MBR-013890,2024-04-27 15:36:42,Reminder Snoozed,iOS,16,Ignored,Saturday,15,False
APP-030615,MBR-007359,2025-08-21 10:57:31,App Opened–No Action,iOS,10,Not Applicable,Thursday,10,False
APP-008408,MBR-002019,2023-08-31 16:53:32,Streak Viewed,Android,18,Not Applicable,Thursday,16,False
APP-048015,MBR-007619,2025-06-29 13:04:21,Push Notification Opened,Android,12,Dismissed,Sunday,13,False
APP-006597,MBR-015638,2025-07-07 11:50:11,App Opened–No Action,Android,5,Not Applicable,Monday,11,False
APP-090985,MBR-007999,2024-11-04 18:38:17,Workout Logged Manually,Android,69,Not Applicable,Monday,18,False
APP-002840,MBR-000130,2024-03-05 16:29:51,App Opened–No Action,Android,9,Not Applicable,Tuesday,16,False
APP-005955,MBR-000422,2025-08-26 19:56:33,Workout Logged Manually,iOS,22,Not Applicable,Tuesday,19,False
APP-086833,MBR-005735,2024-01-07 19:23:25,App Opened–No Action,Android,6,Not Applicable,Sunday,19,False
APP-051374,MBR-000547,2024-12-23 06:34:06,Push Notification Opened,Android,5,Dismissed,Monday,6,False
APP-089967,MBR-002621,2023-03-07 19:54:31,Streak Viewed,Android,32,Not Applicable,Tuesday,19,False
APP-076069,MBR-000620,2024-04-28 10:34:28,Referral Sent,Android,41,Dismissed,Sunday,10,False
APP-005601,MBR-010739,2023-04-03 05:24:08,Workout Logged Manually,Android,42,Not Applicable,Monday,5,False
APP-018333,MBR-008005,2024-10-24 10:54:32,App Opened–No Action,Android,7,Not Applicable,Thursday,10,False
APP-003655,MBR-015274,2024-08-05 12:12:46,Referral Sent,Android,39,Not Applicable,Monday,12,False
APP-005894,MBR-008775,2025-01-22 07:48:39,Reminder Snoozed,iOS,4,Opened,Wednesday,7,False
APP-040707,MBR-003924,2023-12-03 19:46:25,Workout Logged Manually,Android,81,Not Applicable,Sunday,19,False
APP-095549,MBR-001212,2022-03-03 08:57:17,Workout Logged Manually,Android,64,Not Applicable,Thursday,8,False
APP-011796,MBR-010176,2024-05-20 18:37:53,Streak Viewed,Android,18,Not Applicable,Monday,18,False
APP-069626,MBR-009803,2025-10-03 11:28:19,Badge Earned,Android,19,Not Applicable,Friday,11,False
APP-015534,MBR-012562,2024-09-19 19:08:08,Workout Logged Manually,Android,81,Not Applicable,Thursday,19,False
APP-065213,MBR-007671,2024-05-17 22:10:28,Diet Log Entry,Android,293,Not Applicable,Friday,22,True
APP-039619,MBR-006096,2025-04-26 08:59:13,Streak Viewed,Android,41,Not Applicable,Saturday,8,False
APP-072794,MBR-009443,2025-01-06 18:09:34,Push Notification Opened,Android,3,Dismissed,Monday,18,False
APP-002010,MBR-003186,2024-01-03 18:35:36,Push Notification Opened,Android,7,Dismissed,Wednesday,18,False
APP-054866,MBR-001022,2024-11-22 21:58:11,Streak Viewed,Android,16,Not Applicable,Friday,21,False
APP-073568,MBR-011042,2024-03-08 18:47:53,Reminder Snoozed,Android,14,Opened,Friday,18,False
APP-091954,MBR-001308,2024-05-13 10:57:19,App Opened–No Action,Android,11,Not Applicable,Monday,10,False
APP-011202,MBR-009880,2024-08-04 20:52:32,Community/WhatsApp-style Group Post,Android,48,Not Applicable,Sunday,20,False
APP-047413,MBR-014369,2023-02-05 20:30:48,Community/WhatsApp-style Group Post,Android,78,Not Applicable,Sunday,20,False
APP-018365,MBR-014211,2024-10-25 17:57:57,Push Notification Opened,Android,9,Ignored,Friday,17,False
APP-066033,MBR-009549,2024-04-24 18:34:54,Push Notification Opened,Android,6,Dismissed,Wednesday,18,False
APP-012052,MBR-001515,2024-03-14 00:48:03,Streak Viewed,Android,45,Not Applicable,Thursday,0,False
APP-015804,MBR-016440,2024-09-20 13:55:49,Streak Viewed,iOS,45,Not Applicable,Friday,13,False
APP-049128,MBR-002355,2024-10-31 01:33:38,App Opened–No Action,Android,23,Not Applicable,Thursday,1,False
APP-076257,MBR-005982,2025-04-25 05:27:56,Push Notification Opened,Android,26,Ignored,Friday,5,False
APP-071994,MBR-017225,2023-03-18 17:39:19,App Opened–No Action,Android,5,Not Applicable,Saturday,17,False
APP-029101,MBR-012391,2023-08-09 16:16:08,Streak Viewed,Android,26,Not Applicable,Wednesday,16,False
APP-045029,MBR-011126,2025-01-23 08:47:27,App Opened–No Action,iOS,8,Not Applicable,Thursday,8,False
APP-011655,MBR-015080,2025-10-05 20:34:13,Push Notification Opened,Android,5,Dismissed,Sunday,20,False
APP-027635,MBR-009172,2022-11-14 21:28:05,App Opened–No Action,Android,2,Not Applicable,Monday,21,False
APP-063182,MBR-015228,2022-10-22 09:27:58,Badge Earned,iOS,10,Not Applicable,Saturday,9,False
APP-093637,MBR-005041,2024-11-10 19:22:56,Community/WhatsApp-style Group Post,Android,101,Not Applicable,Sunday,19,False
APP-009366,MBR-001312,2024-06-21 03:49:53,Diet Log Entry,Android,51,Not Applicable,Friday,3,False
APP-037249,MBR-008998,2025-10-05 15:20:41,App Opened–No Action,Android,5,Not Applicable,Sunday,15,False
APP-020157,MBR-016148,2024-01-27 19:16:50,App Opened–No Action,Android,7,Not Applicable,Saturday,19,False
APP-082270,MBR-001234,2024-01-07 05:24:57,Push Notification Opened,iOS,5,Opened,Sunday,5,False
APP-097661,MBR-006377,2024-05-28 20:00:15,Streak Viewed,Android,18,Not Applicable,Tuesday,20,False
APP-036567,MBR-015984,2025-09-18 07:16:29,Community/WhatsApp-style Group Post,Android,189,Not Applicable,Thursday,7,True
APP-013862,MBR-016140,2024-11-02 06:53:50,Diet Log Entry,Android,46,Not Applicable,Saturday,6,False
APP-066198,MBR-006028,2025-06-15 00:33:20,App Opened–No Action,Android,7,Ignored,Sunday,0,False
APP-004936,MBR-012241,2023-07-09 19:44:46,Streak Viewed,Android,13,Not Applicable,Sunday,19,False
APP-054081,MBR-010461,2024-04-22 20:51:13,Workout Logged Manually,Android,138,Not Applicable,Monday,20,False
APP-084154,MBR-004191,2022-01-02 15:14:55,Workout Logged Manually,iOS,113,Not Applicable,Sunday,15,False
APP-090736,MBR-012242,2024-12-06 06:40:44,Referral Sent,Android,39,Not Applicable,Friday,6,False
APP-071777,MBR-005181,2022-03-02 10:14:25,Workout Logged Manually,Android,101,Not Applicable,Wednesday,10,False
APP-074884,MBR-000431,2025-09-08 09:57:12,Workout Logged Manually,Android,28,Not Applicable,Monday,9,False
APP-045548,MBR-015532,2025-07-08 00:19:55,Workout Logged Manually,Android,85,Not Applicable,Tuesday,0,False
APP-027063,MBR-013070,2024-01-02 09:10:19,Push Notification Opened,Android,11,Ignored,Tuesday,9,False
APP-016375,MBR-005137,2022-11-12 09:10:17,Community/WhatsApp-style Group Post,Android,167,Not Applicable,Saturday,9,True
APP-092706,MBR-011173,2024-07-14 19:08:24,Community/WhatsApp-style Group Post,Android,110,Not Applicable,Sunday,19,False
APP-006940,MBR-015752,2023-09-28 06:42:26,Streak Viewed,Android,21,Not Applicable,Thursday,6,False
APP-068040,MBR-012781,2023-10-21 16:32:03,Community/WhatsApp-style Group Post,Android,113,Ignored,Saturday,16,False
APP-039867,MBR-009817,2024-12-10 19:04:58,Workout Logged Manually,iOS,83,Not Applicable,Tuesday,19,False
APP-030179,MBR-008769,2022-12-07 18:09:27,Diet Log Entry,Android,65,Not Applicable,Wednesday,18,False
APP-054157,MBR-000440,2021-12-05 21:38:50,App Opened–No Action,Android,7,Not Applicable,Sunday,21,False
APP-065621,MBR-014553,2024-11-11 18:31:41,Streak Viewed,iOS,17,Not Applicable,Monday,18,False
APP-086288,MBR-004219,2024-02-04 18:54:58,Badge Earned,Android,31,Not Applicable,Sunday,18,False
