renewal_id,member_id,plan_type,billing_cycle_start,billing_cycle_end,amount_paid_inr,payment_method,discount_applied,discount_pct,renewal_status,days_before_expiry_renewed,renewal_channel,corporate_tie_up_flag
REN-007827,MBR-003038,Half-Yearly,2023-11-09,2024-05-09,15660,Credit Card,True,15,Renewed,23,Front Desk,False
REN-011226,MBR-004324,Monthly,2025-10-18,2025-11-17,5130,Net Banking,False,0,Renewed,0,Front Desk,False
REN-042482,MBR-016467,Monthly,2025-05-23,2025-06-22,2990,Cash,False,0,Auto-Renew Failed,9,App,True
REN-015389,MBR-005954,Monthly,2025-03-27,2025-04-26,1530,UPI,True,15,Lapsed,-3,Phone Call from Staff,False
REN-022588,MBR-008807,Annual,2025-09-13,2026-09-13,18300,Credit Card,False,0,Renewed,-2,App,False
REN-011875,MBR-004557,Monthly,2022-10-17,2022-11-16,3480,Credit Card,True,15,Renewed,20,App,False
REN-024762,MBR-009634,Half-Yearly,2025-01-12,2025-07-13,6540,Net Banking,True,5,Renewed,10,Phone Call from Staff,False
REN-038909,MBR-015096,Monthly,2023-08-13,2023-09-12,4680,UPI,True,5,Lapsed,14,App,False
REN-015141,MBR-005842,Half-Yearly,2025-09-18,2026-03-19,29570,UPI,False,0,Renewed,0,Phone Call from Staff,False
REN-002649,MBR-001029,Monthly,2023-01-18,2023-02-17,6750,UPI,True,5,Renewed,-4,App,False
REN-030070,MBR-011679,Annual,2022-01-21,2023-01-21,48450,Debit Card,False,0,Renewed,8,App,False
REN-015969,MBR-006174,Monthly,2023-04-29,2023-05-29,4130,UPI,True,10,Lapsed,0,Front Desk,False
REN-001141,MBR-000445,Quarterly,2025-06-11,2025-09-10,16900,UPI,False,0,Renewed,4,App,False
REN-029968,MBR-011629,Half-Yearly,2023-02-16,2023-08-17,18330,UPI,False,0,Auto-Renew Failed,5,Phone Call from Staff,True
REN-032068,MBR-012456,Quarterly,2025-08-04,2025-11-03,15880,Credit Card,False,0,Renewed,17,Phone Call from Staff,False
REN-014548,MBR-005625,Half-Yearly,2023-03-21,2023-09-19,28080,UPI,True,15,Renewed,1,App,True
REN-040114,MBR-015555,Monthly,2025-03-31,2025-04-30,5700,UPI,False,0,Auto-Renew Failed,12,Phone Call from Staff,False
REN-043622,MBR-016902,Annual,2024-02-11,2025-02-10,53230,Cash,False,0,Renewed,9,Front Desk,False
REN-026527,MBR-010293,Monthly,2021-08-28,2021-09-27,3960,Debit Card,False,0,Auto-Renew Failed,5,App,True
REN-000858,MBR-000321,Monthly,2025-01-08,2025-02-07,4420,UPI,True,5,Lapsed,-2,Front Desk,True
REN-037218,MBR-014425,Annual,2023-04-13,2024-04-12,20470,UPI,False,0,Renewed,4,Phone Call from Staff,False
REN-009531,MBR-003691,Monthly,2023-05-18,2023-06-17,5300,UPI,False,0,Renewed,-1,App,False
REN-025626,MBR-009965,Half-Yearly,2022-02-11,2022-08-12,15260,Debit Card,False,0,Renewed,0,Front Desk,True
REN-008330,MBR-003230,Quarterly,2021-11-13,2022-02-12,8510,UPI,True,10,Upgraded,-3,Front Desk,False
REN-034540,MBR-013431,Quarterly,2025-08-23,2025-11-22,8810,UPI,False,0,Renewed,1,App,False
REN-015267,MBR-005894,Monthly,2023-01-05,2023-02-04,5830,UPI,False,0,Renewed,3,App,False
REN-014481,MBR-005592,Monthly,2025-11-15,2025-12-15,4370,UPI,True,5,Renewed,-7,Front Desk,True
REN-028554,MBR-011067,Annual,2022-10-07,2023-10-07,31660,UPI,False,0,Renewed,17,Front Desk,False
REN-022848,MBR-008899,Monthly,2023-11-12,2023-12-12,5200,Net Banking,True,5,Renewed,10,Front Desk,False
REN-001210,MBR-000488,Monthly,2024-06-18,2024-07-18,3590,Debit Card,True,15,Renewed,-5,Front Desk,False
REN-029502,MBR-011465,Half-Yearly,2024-02-25,2024-08-25,12010,UPI,False,0,Lapsed,3,Phone Call from Staff,False
REN-027680,MBR-010731,Monthly,2025-04-06,2025-05-06,1960,UPI,False,0,Renewed,10,App,True
REN-008662,MBR-003361,Monthly,2025-04-02,2025-05-02,4360,UPI,False,0,Renewed,-4,Front Desk,False
REN-002790,MBR-001088,Quarterly,2023-06-14,2023-09-13,8380,UPI,True,20,Renewed,17,App,False
REN-003581,MBR-001407,Monthly,2024-12-06,2025-01-05,2860,UPI,True,20,Renewed,4,App,False
REN-005150,MBR-002043,Half-Yearly,2025-07-21,2026-01-19,15320,Debit Card,False,0,Renewed,8,Front Desk,False
REN-033625,MBR-013073,Monthly,2025-11-14,2025-12-14,2200,UPI,True,15,Renewed,7,App,False
REN-031597,MBR-012278,Monthly,2023-11-01,2023-12-01,2030,Credit Card,False,0,Renewed,-12,Phone Call from Staff,False
REN-024553,MBR-009547,Monthly,2025-03-06,2025-04-05,2580,Debit Card,True,30,Auto-Renew Failed,7,Front Desk,True
REN-026827,MBR-010404,Half-Yearly,2024-03-25,2024-09-23,24970,UPI,False,0,Renewed,-2,App,False
REN-002069,MBR-000827,Quarterly,2025-04-23,2025-07-23,13690,UPI,False,0,Renewed,16,App,False
REN-023117,MBR-009001,Monthly,2024-02-10,2024-03-11,2730,UPI,False,0,Renewed,9,Front Desk,True
REN-029023,MBR-011262,Monthly,2025-10-25,2025-11-24,3820,UPI,True,15,Renewed,0,Front Desk,True
REN-003418,MBR-001332,Quarterly,2023-04-11,2023-07-11,18720,UPI,False,0,Lapsed,-11,Phone Call from Staff,False
REN-039350,MBR-015268,Monthly,2022-07-02,2022-08-01,3840,UPI,False,0,Renewed,0,App,False
REN-036414,MBR-014140,Monthly,2021-11-21,2021-12-21,1520,UPI,False,0,Renewed,-1,Front Desk,False
REN-034202,MBR-013306,Quarterly,2024-04-07,2024-07-07,6290,Credit Card,True,10,Renewed,16,Front Desk,True
REN-043157,MBR-016729,Monthly,2022-08-18,2022-09-17,1020,Credit Card,False,0,Renewed,12,Phone Call from Staff,False
REN-043458,MBR-016843,Monthly,2023-09-06,2023-09-23,5140,Debit Card,False,0,Renewed,12,App,False
REN-023950,MBR-009318,Monthly,2023-02-03,2023-03-05,1460,Credit Card,False,0,Renewed,10,Front Desk,False
REN-014438,MBR-005570,Half-Yearly,2021-11-23,2022-05-24,51350,UPI,False,0,Renewed,5,Front Desk,False
REN-005578,MBR-002215,Half-Yearly,2023-09-07,2024-03-07,15570,UPI,False,0,Renewed,4,App,True
REN-006324,MBR-002488,Monthly,2025-05-30,2025-06-20,3490,Cash,False,0,Renewed,6,App,False
REN-012753,MBR-004928,Monthly,2024-07-20,2024-08-19,2550,Credit Card,False,0,Renewed,18,Front Desk,False
REN-028275,MBR-010963,Annual,2025-06-18,2026-06-18,28950,UPI,False,0,Auto-Renew Failed,-5,Phone Call from Staff,True
REN-036492,MBR-014167,Monthly,2023-12-17,2024-01-16,1070,Credit Card,True,5,Renewed,0,App,True
REN-007214,MBR-002808,Monthly,2026-01-08,2026-02-07,2830,Debit Card,True,5,Renewed,12,App,False
REN-034397,MBR-013384,Annual,2022-10-02,2023-10-02,21770,UPI,True,25,Renewed,2,Phone Call from Staff,False
REN-025029,MBR-009734,Quarterly,2021-03-24,2021-06-23,9600,UPI,False,0,Renewed,12,App,False
REN-041592,MBR-016115,Quarterly,2021-01-11,2021-04-12,10760,UPI,False,0,Renewed,-3,App,False
REN-022748,MBR-008865,Monthly,2024-02-21,2024-03-22,7180,Net Banking,False,0,Renewed,8,Phone Call from Staff,False
REN-006564,MBR-002574,Monthly,2024-01-10,2024-02-09,7290,UPI,True,10,Renewed,5,App,False
REN-033748,MBR-013124,Monthly,2025-11-11,2025-12-11,2910,UPI,False,0,Renewed,2,App,False
REN-008659,MBR-003361,Monthly,2024-12-19,2025-01-18,2790,UPI,False,0,Renewed,24,Phone Call from Staff,False
REN-044427,MBR-017211,Monthly,2023-02-27,2023-03-29,2610,UPI,False,0,Renewed,6,App,True
REN-032966,MBR-012815,Monthly,2024-09-04,2024-10-04,4080,UPI,False,0,Renewed,3,App,False
REN-001105,MBR-000427,Monthly,2022-12-27,2023-01-26,3230,UPI,False,0,Renewed,9,App,False
REN-014435,MBR-005567,Monthly,2025-08-15,2025-09-14,4750,Debit Card,False,0,Auto-Renew Failed,2,App,False
REN-014012,MBR-005418,Monthly,2024-03-03,2024-04-02,1350,Credit Card,False,0,Lapsed,13,App,False
REN-041490,MBR-016077,Monthly,2023-10-06,2023-11-05,1500,UPI,False,0,Lapsed,7,Front Desk,False
REN-018862,MBR-007313,Monthly,2023-04-03,2023-05-03,9130,UPI,False,0,Renewed,5,Phone Call from Staff,False
REN-028298,MBR-010970,Monthly,2025-07-15,2025-08-14,7840,UPI,False,0,Renewed,1,App,True
REN-003057,MBR-001184,Monthly,2024-07-12,2024-08-11,7150,UPI,False,0,Auto-Renew Failed,1,App,False
REN-036322,MBR-014099,Quarterly,2021-09-25,2021-12-25,10770,UPI,False,0,Lapsed,-2,App,True
REN-006910,MBR-002704,Quarterly,2025-07-07,2025-10-06,13750,UPI,False,0,Renewed,2,Front Desk,False
REN-037589,MBR-014569,Monthly,2024-01-13,2024-02-12,2350,Credit Card,False,0,Renewed,0,App,False
REN-025154,MBR-009786,Monthly,2021-03-28,2021-04-27,3200,Debit Card,False,0,Renewed,2,Front Desk,False
REN-015625,MBR-006045,Monthly,2023-12-05,2024-01-04,5700,UPI,False,0,Renewed,4,App,True
REN-003593,MBR-001411,Annual,2021-11-04,2022-11-04,24020,UPI,False,0,Renewed,6,Phone Call from Staff,False
REN-006545,MBR-002570,Quarterly,2023-03-20,2023-06-19,7320,UPI,False,0,Renewed,6,Phone Call from Staff,True
REN-039603,MBR-015375,Monthly,2023-12-18,2024-01-17,5260,UPI,False,0,Renewed,8,App,False
REN-020117,MBR-007804,Annual,2021-02-25,2022-02-25,41810,Debit Card,False,0,Renewed,2,App,False
REN-004940,MBR-001956,Monthly,2023-08-22,2023-09-21,1890,UPI,False,0,Renewed,-1,App,False
REN-041821,MBR-016203,Half-Yearly,2023-02-01,2023-08-02,48310,Debit Card,False,0,Renewed,-1,App,True
REN-025649,MBR-009973,Quarterly,2024-10-13,2025-01-12,6620,UPI,True,15,Renewed,1,Phone Call from Staff,True
REN-038153,MBR-014798,Monthly,2024-05-27,2024-06-26,5010,Debit Card,False,0,Renewed,18,App,False
REN-029881,MBR-011590,Monthly,2025-01-08,2025-02-07,4520,UPI,False,0,Downgraded,-8,App,False
REN-014049,MBR-005431,Quarterly,2023-04-15,2023-07-15,4140,Debit Card,True,5,Renewed,0,App,False
REN-019896,MBR-007714,Quarterly,2023-04-20,2023-07-20,9990,Net Banking,False,0,Renewed,2,App,False
REN-008647,MBR-003356,Monthly,2023-01-16,2023-02-15,5790,UPI,True,5,Renewed,-1,Front Desk,False
REN-006112,MBR-002408,Monthly,2025-08-21,2025-09-20,4110,Debit Card,False,0,Renewed,6,Phone Call from Staff,False
REN-015637,MBR-006046,Monthly,2022-10-10,2022-11-09,2140,UPI,True,5,Renewed,12,Front Desk,False
REN-007499,MBR-002909,Monthly,2024-10-21,2024-11-20,1980,UPI,True,20,Renewed,2,Front Desk,False
REN-001840,MBR-000747,Monthly,2021-05-21,2021-06-20,2670,UPI,False,0,Renewed,-2,App,False
REN-032664,MBR-012693,Quarterly,2022-07-03,2022-10-02,13310,UPI,False,0,Renewed,-7,Phone Call from Staff,False
REN-023698,MBR-009219,Annual,2024-11-24,2025-11-24,29410,UPI,False,0,Renewed,14,App,False
REN-027507,MBR-010669,Half-Yearly,2024-05-14,2024-11-12,18890,UPI,False,0,Renewed,-1,App,True
REN-044099,MBR-017081,Quarterly,2024-06-13,2024-09-12,5300,Net Banking,True,20,Renewed,9,App,False
REN-025589,MBR-009953,Monthly,2022-06-12,2022-07-12,1510,Credit Card,False,0,Renewed,6,App,False
REN-038830,MBR-015070,Monthly,2024-01-20,2024-02-19,3080,UPI,False,0,Renewed,4,Phone Call from Staff,False
REN-018027,MBR-007004,Monthly,2023-05-29,2023-06-28,4920,Debit Card,False,0,Renewed,9,App,True
REN-000406,MBR-000155,Monthly,2024-08-29,2024-09-28,3200,UPI,False,0,Auto-Renew Failed,1,Front Desk,False
REN-000593,MBR-000219,Quarterly,2022-08-26,2022-11-25,7070,UPI,False,0,Renewed,5,Front Desk,False
REN-021155,MBR-008226,Monthly,2025-11-14,2025-12-14,3050,UPI,False,0,Renewed,12,App,False
REN-026079,MBR-010127,Quarterly,2026-04-21,2026-07-21,10310,Cash,False,0,Renewed,-7,Phone Call from Staff,True
REN-012188,MBR-004679,Monthly,2024-02-26,2024-03-27,4130,Debit Card,False,0,Renewed,-6,App,False
REN-000509,MBR-000195,Monthly,2025-01-20,2025-02-11,4770,Credit Card,False,0,Renewed,14,Phone Call from Staff,True
REN-018905,MBR-007331,Quarterly,2023-05-22,2023-08-21,25070,UPI,True,5,Renewed,16,Front Desk,True
REN-026739,MBR-010369,Quarterly,2024-11-04,2025-02-03,3160,Credit Card,True,25,Renewed,-5,Phone Call from Staff,False
REN-021025,MBR-008177,Monthly,2024-02-16,2024-03-17,3000,Debit Card,False,0,Renewed,14,App,False
REN-020009,MBR-007758,Quarterly,2022-01-17,2022-04-18,17230,UPI,True,10,Renewed,2,App,True
REN-024378,MBR-009474,Monthly,2023-06-13,2023-07-13,1690,Debit Card,False,0,Lapsed,15,Front Desk,False
REN-021193,MBR-008243,Annual,2022-03-24,2023-03-24,57720,Credit Card,True,20,Upgraded,2,App,False
REN-002237,MBR-000875,Monthly,2023-08-26,2023-09-25,3750,UPI,False,0,Renewed,0,App,False
REN-030296,MBR-011774,Half-Yearly,2025-02-18,2025-08-19,14900,UPI,False,0,Renewed,11,App,False
REN-042965,MBR-016646,Monthly,2024-04-20,2024-05-20,7290,Cash,False,0,Renewed,-3,Phone Call from Staff,False
REN-031261,MBR-012154,Quarterly,2025-07-05,2025-10-04,8720,UPI,True,25,Renewed,-10,Phone Call from Staff,False
REN-033766,MBR-013130,Monthly,2022-11-05,2022-11-22,3150,Credit Card,True,30,Lapsed,7,App,False
REN-014334,MBR-005520,Monthly,2025-09-08,2025-10-08,4820,UPI,False,0,Auto-Renew Failed,-15,App,False
REN-034248,MBR-013319,Monthly,2024-04-23,2024-05-23,3110,Debit Card,False,0,Renewed,7,Front Desk,False
REN-042505,MBR-016477,Monthly,2023-04-13,2023-05-13,1980,UPI,False,0,Renewed,5,App,False
REN-013161,MBR-005091,Monthly,2022-10-16,2022-11-15,5040,Debit Card,False,0,Renewed,5,App,False
REN-027727,MBR-010741,Monthly,2022-06-07,2022-07-07,1100,UPI,True,15,Renewed,0,App,False
REN-016959,MBR-006584,Monthly,2023-02-06,2023-03-08,4450,Cash,False,0,Lapsed,10,Phone Call from Staff,False
REN-020970,MBR-008159,Monthly,2024-05-19,2024-06-18,5380,UPI,False,0,Renewed,5,App,False
REN-009239,MBR-003585,Monthly,2022-01-07,2022-02-06,6730,Credit Card,True,5,Renewed,3,App,False
REN-042079,MBR-016308,Monthly,2024-09-22,2024-10-22,3260,Debit Card,False,0,Renewed,1,App,False
REN-043673,MBR-016923,Monthly,2021-02-20,2021-03-14,3360,UPI,False,0,Renewed,4,App,False
REN-044721,MBR-017354,Monthly,2022-12-02,2023-01-01,3770,UPI,True,10,Lapsed,6,App,False
REN-044669,MBR-017330,Quarterly,2024-02-07,2024-05-08,11190,Credit Card,False,0,Renewed,1,App,False
REN-017055,MBR-006628,Monthly,2024-08-16,2024-09-15,2860,UPI,False,0,Renewed,-10,App,False
REN-035286,MBR-013717,Monthly,2024-04-06,2024-05-06,1380,Net Banking,False,0,Renewed,-13,Front Desk,True
REN-005654,MBR-002249,Monthly,2021-11-28,2021-12-28,1390,Debit Card,False,0,Renewed,0,Phone Call from Staff,False
REN-041597,MBR-016118,Half-Yearly,2022-02-13,2022-08-14,19660,Debit Card,False,0,Renewed,-9,Front Desk,False
REN-042442,MBR-016457,Monthly,2025-04-18,2025-05-11,3380,UPI,False,0,Renewed,3,App,False
REN-032486,MBR-012625,Monthly,2025-01-08,2025-02-07,2860,UPI,False,0,Downgraded,13,Front Desk,False
REN-027603,MBR-010701,Monthly,2023-02-06,2023-03-08,2120,UPI,False,0,Renewed,-3,App,True
REN-022173,MBR-008620,Quarterly,2021-08-13,2021-11-12,9840,UPI,False,0,Upgraded,10,App,False
REN-036193,MBR-014053,Annual,2026-08-08,2027-08-08,56450,Debit Card,False,0,Renewed,-2,Front Desk,False
REN-035501,MBR-013802,Monthly,2025-07-02,2025-08-01,790,Credit Card,False,0,Renewed,1,App,False
REN-002255,MBR-000882,Half-Yearly,2022-11-25,2023-05-26,21320,UPI,False,0,Renewed,6,App,False
REN-044650,MBR-017321,Quarterly,2025-01-15,2025-04-16,15030,UPI,True,5,Renewed,10,App,True
REN-036489,MBR-014165,Monthly,2022-10-06,2022-11-05,5290,UPI,False,0,Downgraded,6,Phone Call from Staff,False
REN-011017,MBR-004254,Half-Yearly,2021-04-09,2021-10-08,19420,UPI,False,0,Renewed,7,Phone Call from Staff,False
REN-017864,MBR-006947,Half-Yearly,2024-05-17,2024-11-15,40330,Debit Card,False,0,Renewed,15,Phone Call from Staff,False
REN-044513,MBR-017264,Quarterly,2023-09-03,2023-12-03,5410,Cash,True,15,Renewed,11,App,True
REN-015071,MBR-005811,Monthly,2021-04-11,2021-05-11,3220,Debit Card,False,0,Renewed,15,Front Desk,True
REN-030728,MBR-011939,Half-Yearly,2024-04-01,2024-09-30,27490,UPI,False,0,Renewed,1,App,False
REN-011343,MBR-004364,Monthly,2024-01-28,2024-02-27,1140,Debit Card,True,20,Renewed,4,Front Desk,True
REN-004162,MBR-001638,Monthly,2024-03-27,2024-04-26,2640,UPI,False,0,Renewed,7,App,False
REN-042371,MBR-016425,Monthly,2024-02-02,2024-03-03,3570,Credit Card,False,0,Downgraded,-5,App,False
REN-023587,MBR-009176,Annual,2024-01-28,2025-01-27,52620,UPI,False,0,Renewed,4,Front Desk,False
REN-004209,MBR-001661,Quarterly,2022-01-13,2022-04-14,2170,UPI,True,20,Upgraded,11,App,False
REN-035330,MBR-013736,Monthly,2022-05-17,2022-06-16,4010,Credit Card,False,0,Renewed,12,Front Desk,False
REN-025132,MBR-009777,Annual,2024-01-12,2025-01-11,35380,UPI,False,0,Renewed,2,App,True
REN-031449,MBR-012228,Half-Yearly,2024-02-27,2024-08-27,18470,Cash,True,10,Renewed,1,Front Desk,False
REN-034562,MBR-013438,Monthly,2023-05-07,2023-06-06,8320,UPI,True,5,Renewed,9,App,True
REN-024231,MBR-009420,Monthly,2022-02-22,2022-03-24,1440,Net Banking,False,0,Renewed,2,App,True
REN-024513,MBR-009533,Monthly,2025-11-30,2025-12-30,2690,Net Banking,True,10,Renewed,-9,App,False
REN-042967,MBR-016647,Monthly,2022-03-18,2022-04-17,5120,Debit Card,True,15,Renewed,4,Phone Call from Staff,False
REN-028239,MBR-010951,Monthly,2025-02-16,2025-03-18,1650,UPI,True,10,Renewed,-2,Front Desk,False
REN-043370,MBR-016806,Monthly,2023-12-12,2024-01-11,7440,Net Banking,False,0,Auto-Renew Failed,-9,Phone Call from Staff,False
REN-004886,MBR-001927,Monthly,2024-12-17,2025-01-16,6860,UPI,False,0,Renewed,9,App,True
REN-028869,MBR-011203,Monthly,2021-02-02,2021-03-04,4590,UPI,False,0,Renewed,9,App,False
REN-029393,MBR-011410,Monthly,2023-12-22,2024-01-21,5870,UPI,False,0,Downgraded,9,Phone Call from Staff,False
REN-014190,MBR-005477,Monthly,2021-12-26,2022-01-25,5670,Debit Card,False,0,Renewed,0,App,False
REN-033953,MBR-013211,Monthly,2024-06-26,2024-07-26,4800,Cash,False,0,Renewed,0,App,False
REN-038226,MBR-014826,Monthly,2022-04-16,2022-05-16,4200,Net Banking,True,25,Renewed,3,App,False
REN-000826,MBR-000309,Quarterly,2021-11-10,2022-02-09,2260,Credit Card,False,0,Renewed,8,App,False
REN-043829,MBR-016977,Monthly,2022-10-26,2022-11-25,4810,Credit Card,False,0,Renewed,4,App,True
REN-044595,MBR-017304,Monthly,2022-06-01,2022-07-01,7440,UPI,False,0,Renewed,0,App,True
REN-035305,MBR-013725,Monthly,2022-03-19,2022-04-18,4470,Debit Card,True,10,Renewed,1,App,False
REN-037930,MBR-014701,Quarterly,2023-06-12,2023-09-11,8030,Credit Card,False,0,Auto-Renew Failed,1,App,True
REN-040976,MBR-015873,Monthly,2024-02-21,2024-03-22,1930,UPI,True,10,Renewed,-1,Phone Call from Staff,False
REN-006746,MBR-002646,Monthly,2024-11-07,2024-12-07,2340,Credit Card,True,20,Renewed,3,App,True
REN-013867,MBR-005361,Monthly,2025-09-23,2025-10-23,5090,Credit Card,False,0,Auto-Renew Failed,4,Front Desk,False
REN-002091,MBR-000834,Quarterly,2024-02-03,2024-05-04,8080,Net Banking,False,0,Renewed,13,App,False
REN-030326,MBR-011780,Monthly,2025-04-24,2025-05-24,4640,Credit Card,False,0,Downgraded,16,Front Desk,True
REN-026656,MBR-010341,Monthly,2025-11-02,2025-12-02,3460,UPI,False,0,Renewed,-11,App,False
REN-021947,MBR-008538,Quarterly,2023-12-21,2024-03-21,10350,UPI,False,0,Renewed,20,Front Desk,False
REN-011374,MBR-004373,Monthly,2025-07-18,2025-08-17,4290,Cash,False,0,Renewed,8,Front Desk,False
REN-029464,MBR-011444,Monthly,2022-04-26,2022-05-26,4750,UPI,False,0,Renewed,-6,App,False
REN-026902,MBR-010437,Monthly,2023-03-17,2023-04-16,2270,Credit Card,False,0,Renewed,7,Front Desk,False
REN-013977,MBR-005406,Monthly,2022-07-25,2022-08-24,5270,UPI,False,0,Renewed,0,App,False
REN-017498,MBR-006804,Half-Yearly,2021-08-07,2022-02-05,9720,Credit Card,True,5,Upgraded,14,App,False
REN-005729,MBR-002270,Half-Yearly,2025-06-21,2025-12-20,6990,UPI,False,0,Upgraded,2,Phone Call from Staff,False
REN-016926,MBR-006572,Monthly,2021-12-21,2022-01-20,4200,UPI,True,10,Renewed,-1,App,False
REN-037579,MBR-014567,Monthly,2024-10-17,2024-11-16,2100,Credit Card,True,5,Renewed,8,App,True
REN-018431,MBR-007161,Monthly,2024-08-24,2024-09-23,2190,UPI,True,20,Renewed,-12,Phone Call from Staff,True
REN-041245,MBR-015977,Monthly,2023-10-13,2023-11-12,3500,Credit Card,True,5,Renewed,2,Front Desk,False
REN-023527,MBR-009148,Quarterly,2021-11-11,2022-02-10,17940,Debit Card,False,0,Renewed,0,Front Desk,False
REN-030640,MBR-011908,Quarterly,2021-05-07,2021-08-06,22600,Credit Card,False,0,Renewed,-3,App,True
REN-038225,MBR-014826,Quarterly,2022-01-09,2022-04-10,20790,Credit Card,False,0,Renewed,5,App,False
REN-017212,MBR-006691,Monthly,2025-08-23,2025-09-22,3120,Debit Card,False,0,Auto-Renew Failed,9,App,False
REN-015915,MBR-006154,Half-Yearly,2026-03-01,2026-08-30,7560,UPI,False,0,Renewed,17,App,False
REN-041276,MBR-015992,Half-Yearly,2021-07-09,2022-01-07,12700,UPI,False,0,Renewed,12,App,False
REN-008165,MBR-003156,Annual,2021-07-19,2022-07-19,12510,UPI,False,0,Renewed,4,App,True
REN-012805,MBR-004950,Monthly,2021-07-03,2021-08-02,2300,Debit Card,True,5,Renewed,15,Front Desk,True
REN-012763,MBR-004933,Monthly,2024-02-02,2024-03-03,5210,UPI,False,0,Renewed,22,App,False
REN-038836,MBR-015072,Monthly,2025-11-09,2025-12-09,1170,Debit Card,False,0,Renewed,0,App,False
REN-038487,MBR-014929,Half-Yearly,2022-12-10,2023-06-10,4700,UPI,False,0,Lapsed,10,Front Desk,False
REN-017961,MBR-006976,Quarterly,2022-02-11,2022-05-13,3740,Credit Card,True,10,Renewed,0,App,False
REN-012841,MBR-004962,Monthly,2021-03-19,2021-04-18,2320,UPI,True,15,Renewed,-5,App,False
REN-009859,MBR-003828,Quarterly,2023-12-05,2024-03-05,7270,Debit Card,False,0,Renewed,-4,App,False
REN-013937,MBR-005387,Quarterly,2025-06-21,2025-09-20,7530,Net Banking,False,0,Renewed,2,App,True
REN-016688,MBR-006467,Monthly,2021-02-15,2021-03-17,1700,Debit Card,True,10,Renewed,-9,App,False
REN-001521,MBR-000612,Annual,2025-01-10,2026-01-10,29730,UPI,False,0,Renewed,-1,Front Desk,False
REN-039968,MBR-015501,Annual,2023-10-19,2024-10-18,44500,UPI,True,5,Renewed,3,Phone Call from Staff,False
REN-032440,MBR-012600,Monthly,2023-07-15,2023-08-14,4540,UPI,False,0,Renewed,-10,App,False
REN-033887,MBR-013186,Monthly,2025-10-10,2025-11-09,2860,UPI,True,15,Renewed,4,App,False
REN-044935,MBR-017439,Monthly,2022-02-12,2022-03-14,3300,UPI,False,0,Auto-Renew Failed,-8,App,False
REN-043448,MBR-016840,Half-Yearly,2024-07-15,2025-01-13,12270,Debit Card,False,0,Renewed,5,App,False
REN-000831,MBR-000311,Quarterly,2026-07-30,2026-10-29,13410,UPI,False,0,Renewed,5,App,False
REN-037154,MBR-014411,Half-Yearly,2023-04-21,2023-10-20,16300,Credit Card,False,0,Upgraded,1,App,True
REN-023029,MBR-008972,Quarterly,2021-08-08,2021-11-07,11820,Debit Card,False,0,Renewed,0,App,False
REN-013440,MBR-005201,Half-Yearly,2024-05-09,2024-11-07,19010,Net Banking,False,0,Renewed,-9,Phone Call from Staff,False
REN-029542,MBR-011484,Monthly,2023-04-20,2023-05-20,2540,UPI,False,0,Downgraded,-1,Front Desk,False
REN-026314,MBR-010210,Monthly,2024-05-04,2024-06-03,1340,UPI,False,0,Renewed,10,Front Desk,False
REN-003041,MBR-001177,Quarterly,2021-11-02,2022-02-01,8140,UPI,True,25,Auto-Renew Failed,8,Phone Call from Staff,True
REN-008641,MBR-003355,Monthly,2025-01-15,2025-02-14,5570,Credit Card,False,0,Renewed,13,Phone Call from Staff,False
REN-034855,MBR-013540,Monthly,2024-01-24,2024-02-23,6590,Debit Card,True,5,Auto-Renew Failed,-13,App,False
REN-031060,MBR-012076,Monthly,2025-06-23,2025-07-23,2340,Credit Card,True,25,Renewed,0,App,True
REN-044489,MBR-017249,Monthly,2021-11-03,2021-12-03,3140,UPI,False,0,Renewed,10,App,True
REN-033516,MBR-013032,Monthly,2025-01-20,2025-02-19,2770,UPI,False,0,Renewed,3,Phone Call from Staff,False
REN-041918,MBR-016246,Quarterly,2025-05-05,2025-07-14,10980,UPI,False,0,Renewed,-15,Front Desk,True
REN-007921,MBR-003066,Annual,2023-09-18,2024-09-17,14230,Net Banking,False,0,Renewed,5,Phone Call from Staff,False
REN-037453,MBR-014521,Monthly,2021-02-28,2021-03-30,4250,UPI,False,0,Renewed,12,Phone Call from Staff,False
REN-004560,MBR-001792,Monthly,2024-01-14,2024-02-13,5640,UPI,False,0,Renewed,5,App,False
REN-022080,MBR-008586,Quarterly,2024-03-07,2024-06-06,6650,UPI,False,0,Renewed,12,App,True
REN-018605,MBR-007226,Monthly,2023-03-16,2023-04-15,3310,Debit Card,False,0,Renewed,-4,App,False
REN-008655,MBR-003359,Quarterly,2024-09-22,2024-12-22,7930,UPI,False,0,Lapsed,8,App,False
REN-030753,MBR-011946,Monthly,2021-07-08,2021-08-07,4080,Debit Card,False,0,Lapsed,7,Phone Call from Staff,False
REN-003921,MBR-001535,Quarterly,2025-09-06,2025-12-06,11060,UPI,False,0,Renewed,5,Front Desk,False
REN-019359,MBR-007503,Quarterly,2025-10-08,2026-01-07,13170,Net Banking,True,5,Lapsed,9,App,False
REN-033225,MBR-012911,Monthly,2022-01-04,2022-02-03,4330,Debit Card,True,20,Renewed,-2,App,False
REN-038551,MBR-014960,Half-Yearly,2025-03-16,2025-09-14,12470,Net Banking,False,0,Auto-Renew Failed,2,App,False
REN-042711,MBR-016550,Monthly,2025-08-27,2025-09-26,5570,UPI,False,0,Renewed,1,App,False
