checkin_id,member_id,branch_id,checkin_datetime,checkout_datetime,workout_type,trainer_id,duration_minutes
CHK-036680,MBR-013434,BR-011,2023-11-15 02:56:16,2023-11-15 04:17:16,Group Class,,77
CHK-036681,MBR-009690,BR-038,2023-11-15 03:29:09,2023-11-15 05:19:09,Group Class,,109
CHK-036682,MBR-006903,BR-031,2023-11-15 04:55:16,2023-11-15 05:47:16,Personal Training Session,TR-031,55
CHK-036683,MBR-010932,BR-026,2023-11-15 05:10:00,2023-11-15 06:09:00,Group Class,,54
CHK-036684,MBR-016590,BR-031,2023-11-15 05:11:12,,Cardio,,73
CHK-036685,MBR-014322,BR-038,2023-11-15 05:56:33,2023-11-15 06:49:33,Cardio,,49
CHK-036686,MBR-011390,BR-024,2023-11-15 06:16:10,2023-11-15 07:23:10,Group Class,,70
CHK-036687,MBR-000584,BR-017,2023-11-15 06:51:16,2023-11-15 07:36:16,Cardio,,48
CHK-036688,MBR-016625,BR-026,2023-11-15 06:58:49,2023-11-15 08:15:49,Strength Training,,74
CHK-036689,MBR-015145,BR-018,2023-11-15 07:10:47,2023-11-15 08:52:47,Strength Training,,97
CHK-036690,MBR-006354,BR-020,2023-11-15 07:29:09,,Group Class,,95
CHK-036691,MBR-000523,BR-017,2023-11-15 07:40:46,2023-11-15 08:45:46,Cardio,,61
CHK-036692,MBR-014903,BR-035,2023-11-15 07:48:36,2023-11-15 08:36:36,Personal Training Session,TR-019,49
CHK-036693,MBR-012489,BR-004,2023-11-15 07:49:41,2023-11-15 09:07:41,Cardio,,73
CHK-036694,MBR-009747,BR-029,2023-11-15 08:21:37,2023-11-15 09:50:37,Cardio,,85
CHK-036695,MBR-017190,BR-005,2023-11-15 09:20:24,2023-11-15 10:37:24,Strength Training,,73
CHK-036696,MBR-013536,BR-024,2023-11-15 09:21:29,2023-11-15 10:16:29,Group Class,,53
CHK-036697,MBR-006192,BR-017,2023-11-15 14:18:41,2023-11-15 15:33:41,Cardio,,75
CHK-036698,MBR-009946,BR-005,2023-11-15 15:29:46,2023-11-15 16:50:46,Group Class,,82
CHK-036699,MBR-009895,BR-040,2023-11-15 15:43:01,2023-11-15 16:51:01,Strength Training,,71
CHK-036700,MBR-007549,BR-001,2023-11-15 16:06:32,2023-11-15 17:25:32,Personal Training Session,TR-013,78
CHK-036701,MBR-007450,BR-018,2023-11-15 18:11:26,2023-11-15 19:20:26,Cardio,,68
CHK-036702,MBR-010481,BR-026,2023-11-15 18:22:41,2023-11-15 19:21:41,Personal Training Session,TR-015,61
CHK-036703,MBR-002975,BR-023,2023-11-15 18:32:06,2023-11-15 19:19:06,Strength Training,,43
CHK-036704,MBR-017459,BR-034,2023-11-15 18:33:59,2023-11-15 19:26:59,Cardio,,52
CHK-036705,MBR-015108,BR-038,2023-11-15 18:55:35,2023-11-15 20:02:35,Cardio,,66
CHK-036706,MBR-007959,BR-033,2023-11-15 18:56:21,2023-11-15 19:56:21,Personal Training Session,TR-022,56
CHK-036707,MBR-013895,BR-031,2023-11-15 19:16:34,,Cardio,,40
CHK-036708,MBR-015571,BR-034,2023-11-15 19:35:27,2023-11-15 20:36:27,Group Class,,57
CHK-036709,MBR-008716,BR-010,2023-11-15 19:41:38,2023-11-15 20:40:38,Cardio,,60
CHK-036710,MBR-010134,BR-033,2023-11-15 20:17:59,2023-11-15 21:42:59,Group Class,,85
CHK-036711,MBR-003828,BR-031,2023-11-15 20:54:42,2023-11-15 21:43:42,Strength Training,,50
CHK-036712,MBR-011713,BR-030,2023-11-15 21:14:28,,Group Class,,87
CHK-036713,MBR-007790,BR-009,2023-11-15 21:22:28,2023-11-15 22:28:28,Group Class,,64
CHK-036714,MBR-013136,BR-028,2023-11-15 21:51:09,2023-11-15 23:31:09,Cardio,,98
CHK-036715,MBR-015336,BR-036,2023-11-15 21:55:13,2023-11-15 22:40:13,Group Class,,43
CHK-036716,MBR-002294,BR-037,2023-11-15 22:03:03,2023-11-15 22:59:03,Strength Training,,53
CHK-036717,MBR-016631,BR-020,2023-11-15 23:30:16,2023-11-16 00:40:16,Cardio,,68
CHK-036718,MBR-012023,BR-028,2023-11-15 23:33:11,2023-11-16 00:47:11,Strength Training,,71
CHK-036719,MBR-014208,BR-031,2023-11-16 01:13:25,2023-11-16 02:12:25,Personal Training Session,TR-039,56
CHK-036720,MBR-008526,BR-010,2023-11-16 01:47:20,2023-11-16 02:52:20,Strength Training,,63
CHK-036721,MBR-012334,BR-002,2023-11-16 03:01:46,2023-11-16 03:45:46,Strength Training,,47
CHK-036722,MBR-015071,BR-039,2023-11-16 03:07:07,2023-11-16 03:56:07,Cardio,,53
CHK-036723,MBR-011522,BR-019,2023-11-16 05:19:36,,Strength Training,,44
CHK-036724,MBR-005735,BR-029,2023-11-16 06:41:29,,Cardio,,98
CHK-036725,MBR-001826,BR-013,2023-11-16 06:51:15,2023-11-16 07:51:15,Strength Training,,60
CHK-036726,MBR-011463,BR-012,2023-11-16 06:54:26,2023-11-16 07:50:26,Strength Training,,53
CHK-036727,MBR-015973,BR-018,2023-11-16 07:34:11,2023-11-16 09:10:11,Strength Training,,99
CHK-036728,MBR-005994,BR-008,2023-11-16 08:56:54,2023-11-16 09:53:54,Cardio,,60
CHK-036729,MBR-006882,BR-010,2023-11-16 10:38:26,,Group Class,,25
CHK-036730,MBR-005570,BR-010,2023-11-16 12:24:08,,Cardio,,98
CHK-036731,MBR-016897,BR-022,2023-11-16 12:33:32,2023-11-16 14:15:32,Cardio,,101
CHK-036732,MBR-006878,BR-038,2023-11-16 13:14:20,2023-11-16 14:04:20,Cardio,,53
CHK-036733,MBR-012240,BR-038,2023-11-16 15:09:47,2023-11-16 16:05:47,Personal Training Session,TR-020,57
CHK-036734,MBR-005073,BR-007,2023-11-16 15:13:07,2023-11-16 15:59:07,Strength Training,,47
CHK-036735,MBR-002925,BR-010,2023-11-16 15:21:19,2023-11-16 16:37:19,Strength Training,,80
CHK-036736,MBR-002667,BR-029,2023-11-16 16:51:44,2023-11-16 17:53:44,Cardio,,65
CHK-036737,MBR-005702,BR-038,2023-11-16 16:52:00,2023-11-16 17:47:00,Strength Training,,55
CHK-036738,MBR-005741,BR-031,2023-11-16 17:39:25,2023-11-16 18:43:25,Cardio,,67
CHK-036739,MBR-007358,BR-030,2023-11-16 17:58:22,,Group Class,,77
CHK-036740,MBR-003878,BR-038,2023-11-16 19:02:55,,Strength Training,,54
CHK-036741,MBR-010358,BR-031,2023-11-16 19:06:42,2023-11-16 19:40:42,Cardio,,36
CHK-036742,MBR-009212,BR-033,2023-11-16 19:12:54,2023-11-16 20:33:54,Cardio,,84
CHK-036743,MBR-002695,BR-017,2023-11-16 19:13:57,2023-11-16 19:58:57,Strength Training,,42
CHK-036744,MBR-007589,BR-005,2023-11-16 19:27:17,2023-11-16 20:11:17,Strength Training,,42
CHK-036745,MBR-009820,BR-010,2023-11-16 19:53:19,2023-11-16 20:19:19,Group Class,,27
CHK-036746,MBR-015578,BR-017,2023-11-16 20:05:40,2023-11-16 21:10:40,Cardio,,60
CHK-036747,MBR-006912,BR-026,2023-11-16 20:10:03,2023-11-16 20:34:03,Group Class,,23
CHK-036748,MBR-005059,BR-027,2023-11-16 20:11:38,2023-11-16 22:00:38,Group Class,,107
CHK-036749,MBR-010485,BR-018,2023-11-16 20:19:24,2023-11-16 22:04:24,Cardio,,103
CHK-036750,MBR-005527,BR-005,2023-11-16 20:21:29,2023-11-16 20:59:29,Cardio,,38
CHK-036751,MBR-016309,BR-002,2023-11-16 20:28:55,2023-11-16 21:22:55,Cardio,,55
CHK-036752,MBR-014101,BR-005,2023-11-16 20:35:14,2023-11-16 21:36:14,Personal Training Session,TR-024,62
CHK-036753,MBR-006462,BR-017,2023-11-16 20:45:42,2023-11-16 21:48:42,Personal Training Session,TR-024,59
CHK-036754,MBR-004992,BR-018,2023-11-16 20:56:12,,Personal Training Session,TR-036,48
CHK-036755,MBR-001730,BR-008,2023-11-16 20:56:25,2023-11-16 21:51:25,Group Class,,56
CHK-036756,MBR-001194,BR-013,2023-11-16 20:59:52,2023-11-16 22:08:52,Personal Training Session,TR-024,64
CHK-036757,MBR-005609,BR-028,2023-11-16 21:05:09,2023-11-16 22:04:09,Cardio,,56
CHK-036758,MBR-013780,BR-038,2023-11-16 21:13:59,2023-11-16 22:12:59,Strength Training,,58
CHK-036759,MBR-015496,BR-026,2023-11-16 21:26:35,2023-11-16 22:57:35,Group Class,,86
CHK-036760,MBR-006070,BR-019,2023-11-16 21:30:03,2023-11-16 22:38:03,Group Class,,66
CHK-036761,MBR-012408,BR-035,2023-11-16 21:33:28,2023-11-16 22:37:28,Cardio,,68
CHK-036762,MBR-007411,BR-017,2023-11-16 22:43:15,2023-11-16 23:52:15,Cardio,,71
CHK-036763,MBR-007357,BR-027,2023-11-16 23:06:34,2023-11-16 23:31:34,Group Class,,21
CHK-036764,MBR-000567,BR-033,2023-11-17 00:54:07,2023-11-17 02:46:07,Cardio,,110
CHK-036765,MBR-010271,BR-022,2023-11-17 01:02:00,2023-11-17 02:19:00,Strength Training,,78
CHK-036766,MBR-012754,BR-028,2023-11-17 05:01:01,,Cardio,,41
CHK-036767,MBR-016974,BR-036,2023-11-17 05:29:57,2023-11-17 07:12:57,Cardio,,103
CHK-036768,MBR-001667,BR-026,2023-11-17 05:38:04,2023-11-17 06:34:04,Cardio,,57
CHK-036769,MBR-005244,BR-019,2023-11-17 05:57:58,2023-11-17 07:13:58,Strength Training,,78
CHK-036770,MBR-010870,BR-009,2023-11-17 06:09:51,2023-11-17 07:12:51,Group Class,,67
CHK-036771,MBR-010427,BR-040,2023-11-17 07:18:07,2023-11-17 08:01:07,Group Class,,45
CHK-036772,MBR-009690,BR-038,2023-11-17 07:25:41,,Strength Training,,52
CHK-036773,MBR-002532,BR-034,2023-11-17 09:08:33,2023-11-17 10:21:33,Strength Training,,72
CHK-036774,MBR-001522,BR-029,2023-11-17 09:10:06,2023-11-17 09:28:06,Strength Training,,22
CHK-036775,MBR-006411,BR-038,2023-11-17 11:01:20,,Cardio,,27
CHK-036776,MBR-000653,BR-005,2023-11-17 11:12:50,2023-11-17 12:00:50,Cardio,,51
CHK-036777,MBR-008532,BR-033,2023-11-17 11:51:28,,Strength Training,,88
CHK-036778,MBR-005191,BR-037,2023-11-17 12:44:29,2023-11-17 13:26:29,Personal Training Session,TR-034,40
CHK-036779,MBR-015305,BR-018,2023-11-17 12:54:04,2023-11-17 13:48:04,Group Class,,54
CHK-036780,MBR-011092,BR-038,2023-11-17 13:02:02,,Personal Training Session,TR-047,47
CHK-036781,MBR-012489,BR-004,2023-11-17 13:02:04,2023-11-17 14:29:04,Strength Training,,85
CHK-036782,MBR-012957,BR-028,2023-11-17 15:12:18,2023-11-17 16:46:18,Strength Training,,96
CHK-036783,MBR-001850,BR-005,2023-11-17 15:22:56,2023-11-17 16:14:56,Cardio,,50
CHK-036784,MBR-016020,BR-026,2023-11-17 15:39:35,,Cardio,,88
CHK-036785,MBR-005139,BR-026,2023-11-17 16:24:31,2023-11-17 18:09:31,Cardio,,108
CHK-036786,MBR-004858,BR-026,2023-11-17 17:08:55,2023-11-17 18:13:55,Group Class,,61
CHK-036787,MBR-002479,BR-039,2023-11-17 17:23:30,2023-11-17 18:44:30,Cardio,,81
CHK-036788,MBR-013320,BR-013,2023-11-17 17:50:30,,Cardio,,47
CHK-036789,MBR-002029,BR-035,2023-11-17 18:10:28,2023-11-17 19:10:28,Group Class,,58
CHK-036790,MBR-002243,BR-003,2023-11-17 18:23:25,2023-11-17 19:27:25,Strength Training,,66
CHK-036791,MBR-013572,BR-018,2023-11-17 18:54:33,2023-11-17 19:25:33,Cardio,,34
CHK-036792,MBR-013225,BR-032,2023-11-17 19:13:02,2023-11-17 20:51:02,Cardio,,98
CHK-036793,MBR-003744,BR-014,2023-11-17 19:21:16,2023-11-17 20:40:16,Cardio,,78
CHK-036794,MBR-009175,BR-033,2023-11-17 19:33:16,2023-11-17 20:04:16,Strength Training,,34
CHK-036795,MBR-016622,BR-017,2023-11-17 19:43:35,2023-11-17 20:57:35,Personal Training Session,TR-031,76
CHK-036796,MBR-009000,BR-004,2023-11-17 19:47:22,2023-11-17 20:43:22,Strength Training,,55
CHK-036797,MBR-017068,BR-029,2023-11-17 20:08:00,2023-11-17 20:39:00,Strength Training,,34
CHK-036798,MBR-000596,BR-039,2023-11-17 20:10:00,2023-11-17 20:39:00,Strength Training,,24
CHK-036799,MBR-004988,BR-018,2023-11-17 20:16:15,2023-11-17 21:33:15,Cardio,,77
CHK-036800,MBR-005721,BR-033,2023-11-17 20:51:24,,Cardio,,47
CHK-036801,MBR-006553,BR-018,2023-11-17 20:57:32,2023-11-17 21:55:32,Cardio,,53
CHK-036802,MBR-015161,BR-017,2023-11-17 20:58:00,2023-11-17 22:16:00,Cardio,,82
CHK-036803,MBR-011564,BR-007,2023-11-17 21:05:13,,Strength Training,,45
CHK-036804,MBR-006804,BR-019,2023-11-17 21:11:14,2023-11-17 21:45:14,Cardio,,31
CHK-036805,MBR-011060,BR-026,2023-11-17 21:16:56,2023-11-17 22:44:56,Cardio,,92
CHK-036806,MBR-008805,BR-015,2023-11-17 21:23:17,2023-11-17 22:33:17,Cardio,,70
CHK-036807,MBR-009326,BR-018,2023-11-17 21:25:33,2023-11-17 23:05:33,Strength Training,,102
CHK-036808,MBR-014056,BR-038,2023-11-17 21:32:10,2023-11-17 22:24:10,Personal Training Session,TR-005,47
CHK-036809,MBR-016454,BR-024,2023-11-17 21:37:11,2023-11-17 23:04:11,Group Class,,87
CHK-036810,MBR-000080,BR-033,2023-11-17 21:51:05,2023-11-17 22:49:05,Personal Training Session,TR-026,62
CHK-036811,MBR-009059,BR-034,2023-11-17 22:04:52,2023-11-17 22:54:52,Cardio,,51
CHK-036812,MBR-011876,BR-002,2023-11-17 22:46:08,2023-11-18 00:34:08,Cardio,,112
CHK-036813,MBR-003225,BR-028,2023-11-17 23:18:26,2023-11-18 00:29:26,Cardio,,68
CHK-036814,MBR-011434,BR-026,2023-11-18 00:54:15,2023-11-18 01:55:15,Group Class,,56
CHK-036815,MBR-005830,BR-005,2023-11-18 02:11:46,2023-11-18 02:59:46,Group Class,,47
CHK-036816,MBR-010130,BR-038,2023-11-18 03:17:46,2023-11-18 05:00:46,Cardio,,104
CHK-036817,MBR-014998,BR-003,2023-11-18 06:53:26,2023-11-18 07:44:26,Cardio,,46
CHK-036818,MBR-005760,BR-024,2023-11-18 07:33:48,2023-11-18 08:32:48,Personal Training Session,TR-041,62
CHK-036819,MBR-003635,BR-017,2023-11-18 08:58:04,2023-11-18 10:06:04,Personal Training Session,TR-034,72
CHK-036820,MBR-013797,BR-031,2023-11-18 09:15:18,,Group Class,,44
CHK-036821,MBR-013161,BR-033,2023-11-18 11:16:06,2023-11-18 13:05:06,Cardio,,106
CHK-036822,MBR-006903,BR-031,2023-11-18 11:52:53,2023-11-18 13:26:53,Strength Training,,89
CHK-036823,MBR-009759,BR-034,2023-11-18 12:15:03,2023-11-18 13:51:03,Strength Training,,100
CHK-036824,MBR-014907,BR-034,2023-11-18 12:24:06,2023-11-18 13:11:06,Strength Training,,46
CHK-036825,MBR-010093,BR-026,2023-11-18 12:43:02,2023-11-18 14:05:02,Cardio,,86
CHK-036826,MBR-002490,BR-002,2023-11-18 13:42:06,2023-11-18 14:25:06,Strength Training,,41
CHK-036827,MBR-008313,BR-026,2023-11-18 13:55:33,2023-11-18 14:20:33,Strength Training,,24
CHK-036828,MBR-015971,BR-031,2023-11-18 14:53:50,,Cardio,,71
CHK-036829,MBR-013050,BR-015,2023-11-18 15:10:59,2023-11-18 16:23:59,Strength Training,,68
CHK-036830,MBR-005824,BR-033,2023-11-18 15:21:25,2023-11-18 16:58:25,Group Class,,99
CHK-036831,MBR-005144,BR-011,2023-11-18 15:37:30,2023-11-18 16:34:30,Personal Training Session,TR-046,53
CHK-036832,MBR-008828,BR-003,2023-11-18 16:18:12,2023-11-18 17:01:12,Personal Training Session,TR-022,47
CHK-036833,MBR-005333,BR-038,2023-11-18 16:34:39,2023-11-18 17:07:39,Personal Training Session,TR-006,33
CHK-036834,MBR-012006,BR-036,2023-11-18 17:28:01,2023-11-18 18:41:01,Strength Training,,70
CHK-036835,MBR-009133,BR-033,2023-11-18 18:13:53,2023-11-18 18:45:53,Strength Training,,31
CHK-036836,MBR-016159,BR-039,2023-11-18 18:40:48,2023-11-18 19:42:48,Cardio,,59
CHK-036837,MBR-017359,BR-031,2023-11-18 18:50:00,2023-11-18 19:25:00,Group Class,,34
CHK-036838,MBR-003523,BR-015,2023-11-18 19:11:03,2023-11-18 20:22:03,Strength Training,,72
CHK-036839,MBR-012217,BR-024,2023-11-18 20:12:25,2023-11-18 21:38:25,Strength Training,,86
CHK-036840,MBR-000790,BR-012,2023-11-18 20:16:26,2023-11-18 21:10:26,Cardio,,56
CHK-036841,MBR-001426,BR-009,2023-11-18 20:45:50,2023-11-18 22:04:50,Cardio,,76
CHK-036842,MBR-005352,BR-017,2023-11-18 21:43:43,2023-11-18 23:15:43,Cardio,,95
CHK-036843,MBR-005674,BR-035,2023-11-18 21:48:15,2023-11-18 23:01:15,Strength Training,,74
CHK-036844,MBR-003150,BR-028,2023-11-18 21:52:50,2023-11-18 23:26:50,Cardio,,93
CHK-036845,MBR-008048,BR-028,2023-11-19 02:01:44,2023-11-19 02:38:44,Cardio,,37
CHK-036846,MBR-013826,BR-039,2023-11-19 02:30:52,2023-11-19 03:16:52,Personal Training Session,TR-022,49
CHK-036847,MBR-007290,BR-005,2023-11-19 04:45:31,,Cardio,,88
CHK-036848,MBR-009901,BR-004,2023-11-19 05:45:02,2023-11-19 07:07:02,Strength Training,,77
CHK-036849,MBR-009886,BR-010,2023-11-19 06:23:33,,Group Class,,87
CHK-036850,MBR-001385,BR-013,2023-11-19 08:01:54,2023-11-19 09:12:54,Cardio,,68
CHK-036851,MBR-013639,BR-031,2023-11-19 09:15:27,,Group Class,,71
CHK-036852,MBR-015784,BR-015,2023-11-19 09:16:16,2023-11-19 10:09:16,Cardio,,50
CHK-036853,MBR-007196,BR-035,2023-11-19 10:31:02,2023-11-19 11:25:02,Personal Training Session,TR-019,55
CHK-036854,MBR-014710,BR-012,2023-11-19 12:51:22,2023-11-19 13:53:22,Group Class,,63
CHK-036855,MBR-013042,BR-014,2023-11-19 13:15:33,2023-11-19 14:45:33,Strength Training,,90
CHK-036856,MBR-002514,BR-028,2023-11-19 13:34:39,2023-11-19 14:13:39,Cardio,,36
CHK-036857,MBR-002569,BR-013,2023-11-19 14:14:08,2023-11-19 15:47:08,Cardio,,88
CHK-036858,MBR-010070,BR-017,2023-11-19 15:05:28,2023-11-19 16:21:28,Group Class,,77
CHK-036859,MBR-000144,BR-038,2023-11-19 15:12:09,2023-11-19 15:57:09,Strength Training,,40
CHK-036860,MBR-016900,BR-037,2023-11-19 16:18:39,2023-11-19 17:26:39,Cardio,,70
CHK-036861,MBR-000732,BR-034,2023-11-19 16:37:49,2023-11-19 17:37:49,Cardio,,60
CHK-036862,MBR-000389,BR-038,2023-11-19 17:41:53,2023-11-19 18:36:53,Cardio,,52
CHK-036863,MBR-012319,BR-033,2023-11-19 18:50:34,2023-11-19 19:47:34,Group Class,,53
CHK-036864,MBR-005537,BR-015,2023-11-19 19:40:50,,Strength Training,,64
CHK-036865,MBR-003152,BR-031,2023-11-19 20:44:34,2023-11-19 21:47:34,Cardio,,62
CHK-036866,MBR-001926,BR-022,2023-11-19 21:09:49,2023-11-19 22:28:49,Group Class,,74
CHK-036867,MBR-012328,BR-012,2023-11-19 21:28:53,2023-11-19 22:25:53,Cardio,,55
CHK-036868,MBR-017078,BR-038,2023-11-19 21:59:59,2023-11-19 23:16:59,Cardio,,81
CHK-036869,MBR-013188,BR-033,2023-11-19 22:22:19,2023-11-19 22:56:19,Group Class,,30
CHK-036870,MBR-013679,BR-020,2023-11-19 22:33:32,2023-11-19 23:59:32,Cardio,,83
CHK-036871,MBR-014614,BR-009,2023-11-19 23:16:41,2023-11-20 00:01:41,Group Class,,48
CHK-036872,MBR-011035,BR-010,2023-11-20 01:16:47,2023-11-20 02:23:47,Strength Training,,67
CHK-036873,MBR-003262,BR-037,2023-11-20 01:21:13,2023-11-20 02:04:13,Group Class,,40
CHK-036874,MBR-002513,BR-028,2023-11-20 01:54:42,2023-11-20 02:52:42,Strength Training,,57
CHK-036875,MBR-006855,BR-015,2023-11-20 02:42:05,2023-11-20 03:32:05,Cardio,,51
CHK-036876,MBR-002352,BR-017,2023-11-20 04:46:44,2023-11-20 06:40:44,Cardio,,109
CHK-036877,MBR-013965,BR-015,2023-11-20 05:08:43,2023-11-20 06:27:43,Strength Training,,76
CHK-036878,MBR-003646,BR-036,2023-11-20 05:50:16,2023-11-20 07:14:16,Strength Training,,83
CHK-036879,MBR-007852,BR-036,2023-11-20 06:23:12,2023-11-20 08:07:12,Group Class,,100
CHK-036880,MBR-000790,BR-012,2023-11-20 06:29:59,,Cardio,,36
CHK-036881,MBR-004359,BR-010,2023-11-20 07:03:33,2023-11-20 08:30:33,Cardio,,87
CHK-036882,MBR-014443,BR-002,2023-11-20 07:19:11,2023-11-20 08:04:11,Cardio,,47
CHK-036883,MBR-009719,BR-017,2023-11-20 07:24:23,2023-11-20 08:27:23,Personal Training Session,TR-047,59
CHK-036884,MBR-012739,BR-029,2023-11-20 07:38:10,2023-11-20 08:40:10,Group Class,,60
CHK-036885,MBR-014261,BR-035,2023-11-20 07:38:54,2023-11-20 08:36:54,Cardio,,53
CHK-036886,MBR-013762,BR-036,2023-11-20 07:51:48,2023-11-20 08:22:48,Cardio,,27
CHK-036887,MBR-013640,BR-014,2023-11-20 08:06:01,2023-11-20 09:22:01,Strength Training,,75
CHK-036888,MBR-004601,BR-035,2023-11-20 08:23:18,2023-11-20 09:25:18,Cardio,,61
CHK-036889,MBR-011650,BR-003,2023-11-20 08:41:44,2023-11-20 10:08:44,Cardio,,84
CHK-036890,MBR-007906,BR-005,2023-11-20 09:11:42,2023-11-20 10:12:42,Strength Training,,61
CHK-036891,MBR-009751,BR-032,2023-11-20 09:23:17,2023-11-20 10:35:17,Cardio,,72
CHK-036892,MBR-011494,BR-010,2023-11-20 10:15:23,2023-11-20 11:15:23,Cardio,,58
CHK-036893,MBR-008666,BR-005,2023-11-20 10:25:27,2023-11-20 11:34:27,Group Class,,72
CHK-036894,MBR-013693,BR-038,2023-11-20 11:45:57,2023-11-20 12:35:57,Group Class,,48
CHK-036895,MBR-011295,BR-005,2023-11-20 11:47:34,2023-11-20 12:46:34,Strength Training,,61
CHK-036896,MBR-006455,BR-029,2023-11-20 12:03:08,2023-11-20 12:48:08,Cardio,,45
CHK-036897,MBR-010832,BR-011,2023-11-20 12:40:29,2023-11-20 13:17:29,Cardio,,39
CHK-036898,MBR-008290,BR-017,2023-11-20 15:08:20,,Group Class,,61
CHK-036899,MBR-007066,BR-026,2023-11-20 15:08:39,2023-11-20 16:25:39,Personal Training Session,TR-005,73
CHK-036900,MBR-014018,BR-019,2023-11-20 15:36:24,2023-11-20 16:08:24,Cardio,,32
CHK-036901,MBR-004857,BR-004,2023-11-20 16:22:54,2023-11-20 17:03:54,Strength Training,,36
CHK-036902,MBR-016741,BR-020,2023-11-20 16:59:56,2023-11-20 17:32:56,Cardio,,28
CHK-036903,MBR-006203,BR-003,2023-11-20 17:22:14,2023-11-20 18:13:14,Cardio,,50
CHK-036904,MBR-016685,BR-008,2023-11-20 17:24:25,2023-11-20 18:34:25,Group Class,,70
CHK-036905,MBR-008606,BR-009,2023-11-20 17:31:47,2023-11-20 18:11:47,Group Class,,36
CHK-036906,MBR-000395,BR-016,2023-11-20 17:37:35,2023-11-20 17:55:35,Group Class,,22
CHK-036907,MBR-008862,BR-010,2023-11-20 18:21:55,2023-11-20 19:51:55,Strength Training,,88
CHK-036908,MBR-016542,BR-034,2023-11-20 18:23:00,2023-11-20 19:26:00,Cardio,,61
CHK-036909,MBR-001606,BR-039,2023-11-20 18:23:55,,Strength Training,,68
CHK-036910,MBR-002085,BR-017,2023-11-20 18:26:53,,Cardio,,78
CHK-036911,MBR-007741,BR-002,2023-11-20 18:30:15,2023-11-20 19:41:15,Strength Training,,67
CHK-036912,MBR-016364,BR-011,2023-11-20 18:36:01,2023-11-20 19:26:01,Cardio,,53
CHK-036913,MBR-000963,BR-009,2023-11-20 18:49:08,2023-11-20 19:42:08,Cardio,,52
CHK-036914,MBR-008150,BR-029,2023-11-20 18:50:44,2023-11-20 19:39:44,Strength Training,,46
CHK-036915,MBR-001835,BR-016,2023-11-20 18:51:18,2023-11-20 20:15:18,Group Class,,88
CHK-036916,MBR-015917,BR-012,2023-11-20 18:55:57,,Strength Training,,53
CHK-036917,MBR-008461,BR-028,2023-11-20 19:01:09,2023-11-20 19:47:09,Group Class,,48
CHK-036918,MBR-005194,BR-033,2023-11-20 19:04:47,2023-11-20 19:58:47,Group Class,,58
CHK-036919,MBR-013992,BR-013,2023-11-20 19:12:12,2023-11-20 20:41:12,Strength Training,,93
CHK-036920,MBR-009416,BR-005,2023-11-20 19:14:28,2023-11-20 20:01:28,Cardio,,43
CHK-036921,MBR-010108,BR-006,2023-11-20 19:19:14,2023-11-20 20:21:14,Cardio,,61
CHK-036922,MBR-012893,BR-005,2023-11-20 19:21:42,2023-11-20 20:23:42,Cardio,,65
CHK-036923,MBR-016670,BR-013,2023-11-20 19:23:42,2023-11-20 20:22:42,Strength Training,,55
CHK-036924,MBR-009054,BR-033,2023-11-20 19:24:20,2023-11-20 20:18:20,Strength Training,,49
CHK-036925,MBR-003275,BR-012,2023-11-20 19:31:34,,Group Class,,97
CHK-036926,MBR-012099,BR-039,2023-11-20 19:41:02,2023-11-20 20:48:02,Personal Training Session,TR-029,65
CHK-036927,MBR-002284,BR-039,2023-11-20 19:41:11,2023-11-20 21:07:11,Strength Training,,86
CHK-036928,MBR-002868,BR-012,2023-11-20 19:44:02,,Personal Training Session,TR-002,66
CHK-036929,MBR-014228,BR-022,2023-11-20 19:45:47,2023-11-20 20:25:47,Cardio,,41
CHK-036930,MBR-015270,BR-033,2023-11-20 19:52:29,2023-11-20 20:54:29,Strength Training,,61
CHK-036931,MBR-015951,BR-038,2023-11-20 20:03:56,2023-11-20 20:51:56,Strength Training,,46
CHK-036932,MBR-005255,BR-024,2023-11-20 20:06:58,2023-11-20 21:47:58,Cardio,,103
CHK-036933,MBR-002071,BR-033,2023-11-20 20:08:54,2023-11-20 21:03:54,Group Class,,51
CHK-036934,MBR-008346,BR-018,2023-11-20 20:11:02,2023-11-20 21:26:02,Group Class,,74
CHK-036935,MBR-017107,BR-035,2023-11-20 20:31:41,2023-11-20 21:21:41,Cardio,,51
CHK-036936,MBR-016874,BR-038,2023-11-20 20:33:12,2023-11-20 21:55:12,Personal Training Session,TR-011,79
CHK-036937,MBR-017283,BR-016,2023-11-20 20:36:39,,Strength Training,,36
CHK-036938,MBR-011165,BR-031,2023-11-20 20:39:22,2023-11-20 21:28:22,Group Class,,45
CHK-036939,MBR-006939,BR-026,2023-11-20 20:49:09,2023-11-20 21:49:09,Cardio,,56
CHK-036940,MBR-015158,BR-004,2023-11-20 20:50:29,2023-11-20 21:34:29,Strength Training,,45
CHK-036941,MBR-005932,BR-005,2023-11-20 20:56:46,2023-11-20 21:31:46,Group Class,,39
CHK-036942,MBR-004266,BR-031,2023-11-20 21:12:02,2023-11-20 21:56:02,Strength Training,,39
CHK-036943,MBR-007067,BR-010,2023-11-20 21:44:26,2023-11-20 23:02:26,Cardio,,76
CHK-036944,MBR-008993,BR-033,2023-11-20 21:45:44,,Group Class,,51
CHK-036945,MBR-006756,BR-034,2023-11-20 21:52:14,2023-11-20 23:33:14,Cardio,,105
